F_O2_entrada_kmol_h;m_biogas_entrada_kg_h;m_oxigenio_entrada_kg_h;m_agua_vapor_entrada_kg_h;P_entrada_biogas_bar;T_entrada_biogas_C;P_entrada_oxigenio_bar;T_entrada_oxigenio_C;P_entrada_agua_bar;T_entrada_agua_C;T_vapor_necessaria_C;Q_aquecedor_vapor_kW;W_bomba_agua_W;P_mistura_final_bar;T_mistura_final_alvo_C;W_compressao_biogas_total_kW
15,636;1290,06;498,712;1535,2;15;59,27255729;15;25;1;25;856,6223106;1783,173335;854,6047943;15;500;2,952245065
15,637;1290,14;498,741;1535,29;15;59,2744901;15;25;1;25;856,6222258;1783,277786;854,6548948;15;500;2,952421634
15,6421;1290,56;498,906;1535,8;15;59,28532945;15;25;1;25;856,6147505;1783,862523;854,9387982;15;500;2,953411692
15,6431;1290,64;498,936;1535,89;15;59,28733197;15;25;1;25;856,6147575;1783,967067;854,9888988;15;500;2,953594571
15,6549;1291,62;499,313;1537,05;15;59,31206128;15;25;1;25;856,6032231;1785,302633;855,6346398;15;500;2,955852224
15,6594;1291,99;499,456;1537,49;15;59,32139074;15;25;1;25;856,5985047;1785,808871;855,879576;15;500;2,956703595
15,6612;1292,13;499,513;1537,66;15;59,32512316;15;25;1;25;856,5962079;1786,003977;855,9742105;15;500;2,957044147
15,6641;1292,37;499,605;1537,95;15;59,3312064;15;25;1;25;856,5920186;1786,336527;856,1356457;15;500;2,957599125
15,665;1292,45;499,634;1538,04;15;59,33307304;15;25;1;25;856,591966;1786,441008;856,1857463;15;500;2,957769403
15,6673;1292,64;499,709;1538,27;15;59,33805119;15;25;1;25;856,588751;1786,704863;856,3137812;15;500;2,958223481
15,6704;1292,9;499,808;1538,57;15;59,34455142;15;25;1;25;856,5873052;1787,051834;856,4807832;15;500;2,958816309
15,6705;1292,9;499,809;1538,58;15;59,34462058;15;25;1;25;856,5851872;1787,06128;856,4863499;15;500;2,958822616
15,6709;1292,94;499,823;1538,62;15;59,34551964;15;25;1;25;856,5862195;1787,108797;856,5086168;15;500;2,958904604
15,674;1293,19;499,921;1538,92;15;59,35195196;15;25;1;25;856,582544;1787,453484;856,6756188;15;500;2,959491132
15,6778;1293,51;500,044;1539,3;15;59,36004576;15;25;1;25;856,5784835;1787,890694;856,8871546;15;500;2,960229031
15,6808;1293,75;500,138;1539,59;15;59,36620372;15;25;1;25;856,5745121;1788,223459;857,0485899;15;500;2,960790345
15,6829;1293,93;500,206;1539,8;15;59,37070173;15;25;1;25;856,5729328;1788,465754;857,1654913;15;500;2,961200297
15,6857;1294,16;500,297;1540,08;15;59,37665375;15;25;1;25;856,568758;1788,786693;857,3213598;15;500;2,961742699
15,6879;1294,34;500,364;1540,29;15;59,38108375;15;25;1;25;856,5670859;1789,028892;857,4382612;15;500;2,96214635
15,6886;1294,4;500,388;1540,36;15;59,38260668;15;25;1;25;856,5667173;1789,109819;857,4772283;15;500;2,962285106
15,69;1294,51;500,433;1540,5;15;59,38558349;15;25;1;25;856,563499;1789,269128;857,5551626;15;500;2,962556311
15,6901;1294,52;500,434;1540,5;15;59,38572195;15;25;1;25;856,5656894;1789,271373;857,5551626;15;500;2,962568925
15,6965;1295,05;500,639;1541,13;15;59,39922436;15;25;1;25;856,5589392;1789,996188;857,9058667;15;500;2,963798825
15,6977;1295,15;500,68;1541,26;15;59,40185615;15;25;1;25;856,5554622;1790,143614;857,9782342;15;500;2,964038501
15,6979;1295,17;500,685;1541,27;15;59,40220245;15;25;1;25;856,5579812;1790,157813;857,983801;15;500;2,964070037
15,7013;1295,45;500,793;1541,61;15;59,40933694;15;25;1;25;856,5527944;1790,547396;858,1730699;15;500;2,96471969
15,7028;1295,57;500,841;1541,75;15;59,41245436;15;25;1;25;856,5520196;1790,709208;858,2510041;15;500;2,965003521
15,7055;1295,8;500,928;1542,02;15;59,41820492;15;25;1;25;856,549645;1791,02037;858,4013059;15;500;2,965527035
15,7064;1295,87;500,955;1542,1;15;59,42000648;15;25;1;25;856,5494417;1791,11308;858,4458398;15;500;2,965691028
15,7112;1296,26;501,11;1542,58;15;59,43012446;15;25;1;25;856,5412907;1791,662222;858,7130429;15;500;2,966611921
15,7136;1296,46;501,185;1542,81;15;59,43511512;15;25;1;25;856,5402018;1791,928242;858,8410778;15;500;2,967066066
15,7162;1296,67;501,268;1543,07;15;59,44059172;15;25;1;25;856,5354013;1792,225295;858,9858128;15;500;2,967564367
15,7172;1296,76;501,299;1543,16;15;59,4426023;15;25;1;25;856,5376562;1792,332143;859,0359134;15;500;2,967747289
15,7173;1296,76;501,302;1543,17;15;59,4428103;15;25;1;25;856,5357281;1792,341777;859,0414802;15;500;2,967766212
15,7212;1297,09;501,429;1543,56;15;59,45113112;15;25;1;25;856,5319863;1792,790906;859,2585827;15;500;2,968523136
15,723;1297,24;501,486;1543,74;15;59,45494543;15;25;1;25;856,5295758;1792,997494;859,3587839;15;500;2,968870063
15,7248;1297,38;501,542;1543,91;15;59,45862138;15;25;1;25;856,5271824;1793,192483;859,4534184;15;500;2,969204376
15,7251;1297,41;501,551;1543,94;15;59,45924563;15;25;1;25;856,5277874;1793,227949;859,4701186;15;500;2,969261146
15,7327;1298,04;501,795;1544,69;15;59,47534091;15;25;1;25;856,5195311;1794,090559;859,8876235;15;500;2,970724577
15,7328;1298,04;501,796;1544,69;15;59,47534091;15;25;1;25;856,5196582;1794,09069;859,8876235;15;500;2,970724577
15,7355;1298,27;501,885;1544,97;15;59,48123954;15;25;1;25;856,5152601;1794,411376;860,043492;15;500;2,971260757
15,7423;1298,83;502,101;1545,63;15;59,49546929;15;25;1;25;856,5093147;1795,17182;860,4108964;15;500;2,972553917
15,7432;1298,9;502,13;1545,72;15;59,49734383;15;25;1;25;856,5071268;1795,2741;860,460997;15;500;2,972724237
15,7438;1298,95;502,149;1545,78;15;59,49866301;15;25;1;25;856,506299;1795,342936;860,4943974;15;500;2,972844093
15,7473;1299,24;502,261;1546,12;15;59,50602345;15;25;1;25;856,5036351;1795,735087;860,6836663;15;500;2,973512765
15,7489;1299,37;502,31;1546,27;15;59,50921803;15;25;1;25;856,502872;1795,908519;860,7671673;15;500;2,973802946
15,7506;1299,51;502,366;1546,45;15;59,51296852;15;25;1;25;856,4982426;1796,112815;860,8673685;15;500;2,974143595
15,751;1299,55;502,379;1546,49;15;59,51380201;15;25;1;25;856,4991735;1796,160231;860,8896354;15;500;2,974219295
15,7518;1299,61;502,403;1546,56;15;59,51539958;15;25;1;25;856,4987648;1796,241111;860,9286025;15;500;2,974364387
15,7524;1299,66;502,423;1546,62;15;59,51671936;15;25;1;25;856,4980637;1796,310076;860,9620029;15;500;2,974484246
15,7637;1300,59;502,782;1547,73;15;59,54041347;15;25;1;25;856,4851307;1797,585957;861,5799102;15;500;2,976635437
15,7639;1300,61;502,79;1547,75;15;59,54090001;15;25;1;25;856,4857501;1797,609824;861,5910437;15;500;2,976679597
15,7674;1300,9;502,9;1548,09;15;59,54819879;15;25;1;25;856,4828622;1798,001737;861,7803126;15;500;2,977342003
15,7692;1301,05;502,96;1548,28;15;59,55216155;15;25;1;25;856,4785615;1798,217978;861,8860805;15;500;2,977701598
15,7716;1301,24;503,034;1548,5;15;59,55709817;15;25;1;25;856,4774407;1798,472337;862,0085487;15;500;2,978149518
15,7783;1301,79;503,248;1549,16;15;59,57114656;15;25;1;25;856,4692094;1799,230395;862,375953;15;500;2,979423899
15,7797;1301,92;503,294;1549,3;15;59,57420727;15;25;1;25;856,470327;1799,394146;862,4538873;15;500;2,979701491
15,785;1302,35;503,461;1549,82;15;59,58526949;15;25;1;25;856,4629343;1799,990463;862,7433574;15;500;2,980704616
15,7894;1302,71;503,603;1550,26;15;59,59466435;15;25;1;25;856,4559346;1800,494266;862,9882936;15;500;2,98155634
15,7899;1302,76;503,619;1550,3;15;59,59570836;15;25;1;25;856,4592537;1800,544147;863,0105605;15;500;2,981650977
15,7912;1302,86;503,66;1550,43;15;59,59842292;15;25;1;25;856,4557473;1800,691513;863,0829281;15;500;2,981897033
15,7925;1302,97;503,7;1550,56;15;59,60106804;15;25;1;25;856,4542694;1800,840972;863,1552956;15;500;2,982136781
15,7936;1303,06;503,738;1550,67;15;59,60357411;15;25;1;25;856,4527556;1800,967166;863,2165296;15;500;2,982363912
15,7962;1303,28;503,82;1550,92;15;59,60900447;15;25;1;25;856,4521731;1801,256918;863,355698;15;500;2,982856031
15,7997;1303,56;503,932;1551,27;15;59,61638537;15;25;1;25;856,4451845;1801,656198;863,5505336;15;500;2,983524815
15,8039;1303,91;504,066;1551,68;15;59,62529996;15;25;1;25;856,4418753;1802,128958;863,7787696;15;500;2,984332413
15,8062;1304,1;504,139;1551,9;15;59,6301063;15;25;1;25;856,4406913;1802,383244;863,9012378;15;500;2,984767763
15,8067;1304,14;504,154;1551,95;15;59,63108157;15;25;1;25;856,4396071;1802,440195;863,9290714;15;500;2,984856095
15,8071;1304,17;504,167;1551,99;15;59,6319872;15;25;1;25;856,4383787;1802,485382;863,9513384;15;500;2,984938118
15,8119;1304,57;504,32;1552,46;15;59,64208983;15;25;1;25;856,4343085;1803,027037;864,2129748;15;500;2,985852998
15,8142;1304,76;504,394;1552,69;15;59,64696786;15;25;1;25;856,4310242;1803,290765;864,3410096;15;500;2,986294669
15,818;1305,07;504,515;1553,06;15;59,65505277;15;25;1;25;856,4267866;1803,716103;864,5469787;15;500;2,987026588
15,8196;1305,2;504,565;1553,22;15;59,65832901;15;25;1;25;856,4239154;1803,898959;864,6360465;15;500;2,987323144
15,8219;1305,4;504,64;1553,45;15;59,66327873;15;25;1;25;856,4228365;1804,164964;864,7640813;15;500;2,987771135
15,8224;1305,44;504,657;1553,5;15;59,66439425;15;25;1;25;856,421934;1804,222101;864,791915;15;500;2,987872092
15,823;1305,48;504,674;1553,55;15;59,66550979;15;25;1;25;856,4210314;1804,279237;864,8197486;15;500;2,987973048
15,8334;1306,35;505,008;1554,58;15;59,68761786;15;25;1;25;856,4105663;1805,464644;865,3931221;15;500;2,989973283
15,8335;1306,35;505,009;1554,58;15;59,68768762;15;25;1;25;856,4106569;1805,464738;865,3931221;15;500;2,989979593
15,8344;1306,43;505,038;1554,67;15;59,68964096;15;25;1;25;856,4105492;1805,569151;865,4432227;15;500;2,990156274
15,8417;1307,03;505,272;1555,39;15;59,70520133;15;25;1;25;856,4015215;1806,396004;865,8440274;15;500;2,991563424
15,8494;1307,66;505,515;1556,14;15;59,72132619;15;25;1;25;856,3931226;1807,258341;866,2615324;15;500;2,993021089
15,8501;1307,72;505,54;1556,22;15;59,72293204;15;25;1;25;856,3906492;1807,348689;866,3060663;15;500;2,993166227
15,8509;1307,79;505,564;1556,29;15;59,72453796;15;25;1;25;856,3923445;1807,431741;866,3450334;15;500;2,993311365
15,8579;1308,37;505,788;1556,98;15;59,73941316;15;25;1;25;856,3847364;1808,225205;866,7291379;15;500;2,994655484
15,8628;1308,77;505,945;1557,47;15;59,74982203;15;25;1;25;856,3766447;1808,785889;867,0019078;15;500;2,995595754
15,8672;1309,13;506,083;1557,89;15;59,75897564;15;25;1;25;856,3736387;1809,270545;867,2357106;15;500;2,996422447
15,8685;1309,24;506,126;1558,02;15;59,76177105;15;25;1;25;856,3724623;1809,420302;867,3080781;15;500;2,996674875
15,8722;1309,55;506,245;1558,39;15;59,76973899;15;25;1;25;856,3680326;1809,845411;867,5140472;15;500;2,997394299
15,8819;1310,35;506,554;1559,34;15;59,79022509;15;25;1;25;856,3579351;1810,938222;868,0428868;15;500;2,999243386
15,8823;1310,38;506,567;1559,38;15;59,79106433;15;25;1;25;856,3567445;1810,983441;868,0651538;15;500;2,999319118
15,8824;1310,39;506,569;1559,39;15;59,79127414;15;25;1;25;856,3568161;1810,995128;868,0707205;15;500;2,999338051
15,8838;1310,5;506,614;1559,52;15;59,79421162;15;25;1;25;856,3558184;1811,145068;868,143088;15;500;2,999603112
15,8841;1310,53;506,624;1559,55;15;59,79491106;15;25;1;25;856,3565008;1811,180617;868,1597882;15;500;2,999666223
15,8848;1310,58;506,646;1559,62;15;59,79630995;15;25;1;25;856,3538321;1811,259142;868,1987554;15;500;2,999792443
15,8861;1310,69;506,688;1559,75;15;59,79917785;15;25;1;25;856,3524924;1811,408726;868,2711229;15;500;3,000051196
15,8939;1311,33;506,935;1560,51;15;59,81554963;15;25;1;25;856,3443978;1812,282944;868,6941946;15;500;3,001528002
15,8965;1311,55;507,02;1560,77;15;59,82121829;15;25;1;25;856,3418782;1812,582275;868,8389296;15;500;3,002039213
15,8977;1311,65;507,057;1560,89;15;59,82373795;15;25;1;25;856,3401604;1812,719852;868,9057304;15;500;3,002266419
15,8983;1311,7;507,077;1560,95;15;59,82499783;15;25;1;25;856,3394902;1812,788836;868,9391308;15;500;3,002380022
15,8985;1311,71;507,082;1560,97;15;59,82534781;15;25;1;25;856,3376901;1812,810193;868,9502643;15;500;3,002411579
15,8999;1311,83;507,128;1561,1;15;59,82835771;15;25;1;25;856,3388849;1812,962408;869,0226318;15;500;3,002682966
15,9024;1312,03;507,206;1561,35;15;59,83353806;15;25;1;25;856,3337037;1813,247359;869,1618001;15;500;3,003150006
15,9072;1312,43;507,36;1561,82;15;59,84383068;15;25;1;25;856,3296545;1813,788977;869,4234365;15;500;3,004077787
15,9093;1312,61;507,427;1562,03;15;59,84831261;15;25;1;25;856,3279461;1814,031081;869,5403379;15;500;3,004481724
15,9094;1312,61;507,43;1562,03;15;59,84845268;15;25;1;25;856,3282514;1814,031398;869,5403379;15;500;3,004494347
15,913;1312,91;507,544;1562,39;15;59,85608711;15;25;1;25;856,3234375;1814,444472;869,7407403;15;500;3,005182308
15,9166;1313,21;507,659;1562,74;15;59,86372295;15;25;1;25;856,3209233;1814,848322;869,9355759;15;500;3,005870276
15,9196;1313,46;507,756;1563,04;15;59,87016896;15;25;1;25;856,3171201;1815,192764;870,1025779;15;500;3,006450953
15,922;1313,65;507,832;1563,27;15;59,87528444;15;25;1;25;856,3139705;1815,456591;870,2306128;15;500;3,006911711
15,9226;1313,7;507,85;1563,33;15;59,8764758;15;25;1;25;856,3130842;1815,525349;870,2640132;15;500;3,007019012
15,923;1313,74;507,864;1563,37;15;59,87738687;15;25;1;25;856,3140853;1815,572843;870,2862801;15;500;3,007101065
15,9261;1313,99;507,963;1563,68;15;59,88397518;15;25;1;25;856,3082874;1815,926819;870,4588488;15;500;3,007694378
15,9279;1314,14;508,022;1563,86;15;59,88783052;15;25;1;25;856,3061126;1816,133593;870,55905;15;500;3,008041531
15,9287;1314,21;508,046;1563,93;15;59,88944286;15;25;1;25;856,3077916;1816,216633;870,5980171;15;500;3,008186705
15,9304;1314,35;508,101;1564,1;15;59,89315849;15;25;1;25;856,3052586;1816,41142;870,6926516;15;500;3,008521238
15,9332;1314,58;508,19;1564,38;15;59,8991182;15;25;1;25;856,3008461;1816,731995;870,8485201;15;500;3,009057757
15,938;1314,98;508,343;1564,85;15;59,90928673;15;25;1;25;856,296732;1817,273527;871,1101565;15;500;3,009973005
15,9579;1316,62;508,978;1566,8;15;59,95167038;15;25;1;25;856,2754791;1819,515921;872,1956694;15;500;3,01378564
15,9618;1316,94;509,101;1567,18;15;59,95981516;15;25;1;25;856,2713888;1819,952948;872,4072052;15;500;3,014517896
15,9643;1317,14;509,181;1567,43;15;59,96515225;15;25;1;25;856,2663879;1820,238055;872,5463735;15;500;3,014997655
15,9657;1317,26;509,225;1567,56;15;59,96810198;15;25;1;25;856,2673509;1820,390027;872,6187411;15;500;3,015262786
15,9666;1317,34;509,255;1567,65;15;59,97013882;15;25;1;25;856,2673177;1820,494508;872,6688417;15;500;3,015445854
15,9673;1317,39;509,278;1567,72;15;59,97161383;15;25;1;25;856,2647457;1820,573115;872,7078088;15;500;3,01557842
15,9677;1317,43;509,291;1567,76;15;59,97245672;15;25;1;25;856,2656521;1820,620512;872,7300757;15;500;3,015654173
15,9728;1317,84;509,451;1568,26;15;59,98320501;15;25;1;25;856,2577085;1821,192867;873,0084123;15;500;3,016620025
15,9747;1318;509,513;1568,45;15;59,9873505;15;25;1;25;856,2556886;1821,411403;873,1141803;15;500;3,016992482
15,9752;1318,05;509,53;1568,5;15;59,98847478;15;25;1;25;856,2568785;1821,470709;873,1420139;15;500;3,017093488
15,9768;1318,18;509,58;1568,65;15;59,99177749;15;25;1;25;856,2561713;1821,644163;873,2255149;15;500;3,017390193
15,9776;1318,24;509,605;1568,73;15;59,99339381;15;25;1;25;856,2537061;1821,734492;873,2700488;15;500;3,01753539
15,9793;1318,38;509,66;1568,9;15;59,9971186;15;25;1;25;856,2511703;1821,929262;873,3646832;15;500;3,017869975
15,9808;1318,5;509,706;1569,04;15;60,00021113;15;25;1;25;856,2501426;1822,090768;873,4426175;15;500;3,018147745
15,9826;1318,66;509,767;1569,23;15;60,00421769;15;25;1;25;856,2480685;1822,309245;873,5483854;15;500;3,018507585
15,988;1319,1;509,938;1569,76;15;60,01567713;15;25;1;25;856,240922;1822,917257;873,8434222;15;500;3,019536615
15,9891;1319,19;509,974;1569,87;15;60,01806783;15;25;1;25;856,23922;1823,043219;873,9046563;15;500;3,019751262
15,9892;1319,2;509,976;1569,87;15;60,01820847;15;25;1;25;856,2414898;1823,04559;873,9046563;15;500;3,019763888
15,9895;1319,22;509,984;1569,9;15;60,01877101;15;25;1;25;856,2398933;1823,07876;873,9213565;15;500;3,019814393
15,9938;1319,58;510,121;1570,32;15;60,02791331;15;25;1;25;856,2367528;1823,563213;874,1551593;15;500;3,020635108
15,9971;1319,85;510,229;1570,65;15;60,03508787;15;25;1;25;856,2316458;1823,941094;874,3388614;15;500;3,021279062
16,0041;1320,43;510,451;1571,34;15;60,05000354;15;25;1;25;856,2237657;1824,734128;874,722966;15;500;3,022617498
16,0058;1320,57;510,504;1571,5;15;60,05352214;15;25;1;25;856,2232486;1824,919389;874,8120337;15;500;3,022933171
16,0085;1320,79;510,591;1571,77;15;60,05936366;15;25;1;25;856,2187254;1825,228198;874,9623355;15;500;3,023457192
16,016;1321,41;510,829;1572,5;15;60,0752031;15;25;1;25;856,212081;1826,068963;875,368707;15;500;3,024877754
16,0186;1321,62;510,912;1572,76;15;60,0808363;15;25;1;25;856,2072384;1826,365821;875,513442;15;500;3,025382851
16,0248;1322,14;511,112;1573,37;15;60,09414767;15;25;1;25;856,2021872;1827,068895;875,8530127;15;500;3,02657616
16,0261;1322,25;511,154;1573,5;15;60,09696542;15;25;1;25;856,2008715;1827,218479;875,9253803;15;500;3,026828715
16,0275;1322,36;511,197;1573,63;15;60,0998538;15;25;1;25;856,1996443;1827,368156;875,9977478;15;500;3,027087586
16,0321;1322,74;511,343;1574,08;15;60,10964756;15;25;1;25;856,1949856;1827,885836;876,2482507;15;500;3,027965227
16,0326;1322,78;511,361;1574,14;15;60,11084551;15;25;1;25;856,192012;1827,952396;876,2816511;15;500;3,028072565
16,0349;1322,97;511,434;1574,36;15;60,11577859;15;25;1;25;856,1907431;1828,206539;876,4041193;15;500;3,028514549
16,0458;1323,86;511,779;1575,42;15;60,13883056;15;25;1;25;856,1788483;1829,424983;876,9941929;15;500;3,030579286
16,0466;1323,93;511,805;1575,5;15;60,14059345;15;25;1;25;856,1785238;1829,517541;877,0387268;15;500;3,030737144
16,047;1323,97;511,818;1575,54;15;60,14143966;15;25;1;25;856,1794214;1829,564931;877,0609937;15;500;3,030812915
16,0471;1323,98;511,823;1575,56;15;60,14172173;15;25;1;25;856,1776719;1829,586322;877,0721272;15;500;3,030838173
16,0542;1324,56;512,049;1576,25;15;60,15688589;15;25;1;25;856,1701625;1830,379694;877,4562317;15;500;3,032195767
16,0546;1324,6;512,062;1576,3;15;60,15780297;15;25;1;25;856,1688683;1830,436398;877,4840654;15;500;3,032277855
16,0548;1324,61;512,069;1576,32;15;60,15822624;15;25;1;25;856,1672964;1830,457973;877,4951989;15;500;3,032315741
16,0607;1325,1;512,257;1576,9;15;60,1708557;15;25;1;25;856,1613123;1831,125204;877,8180693;15;500;3,033446043
16,0632;1325,31;512,337;1577,14;15;60,17621903;15;25;1;25;856,1605477;1831,403094;877,9516709;15;500;3,033925954
16,0639;1325,36;512,359;1577,21;15;60,17770112;15;25;1;25;856,1578591;1831,481557;877,9906381;15;500;3,034058562
16,0654;1325,49;512,407;1577,36;15;60,18094778;15;25;1;25;856,1569259;1831,65476;878,074139;15;500;3,034349037
16,0671;1325,63;512,461;1577,52;15;60,18454761;15;25;1;25;856,1564863;1831,840093;878,1632068;15;500;3,034671087
16,068;1325,7;512,489;1577,61;15;60,18638294;15;25;1;25;856,1542197;1831,942223;878,2133074;15;500;3,03483527
16,0695;1325,82;512,536;1577,75;15;60,18955964;15;25;1;25;856,1532697;1832,103796;878,2912416;15;500;3,035119435
16,0771;1326,45;512,779;1578,5;15;60,20587035;15;25;1;25;856,1447745;1832,965783;878,7087466;15;500;3,036578165
16,0781;1326,54;512,812;1578,6;15;60,20813032;15;25;1;25;856,1449204;1833,082057;878,7644139;15;500;3,036780243
16,0815;1326,81;512,919;1578,93;15;60,21526411;15;25;1;25;856,1397173;1833,459789;878,9481161;15;500;3,037418056
16,0822;1326,87;512,941;1579;15;60,21674752;15;25;1;25;856,1391093;1833,540435;878,9870832;15;500;3,037550672
16,0846;1327,07;513,017;1579,24;15;60,22183387;15;25;1;25;856,1359077;1833,81576;879,1206848;15;500;3,038005356
16,0919;1327,67;513,252;1579,96;15;60,23759116;15;25;1;25;856,1269183;1834,642374;879,5214895;15;500;3,039413635
16,0927;1327,74;513,278;1580,04;15;60,23935803;15;25;1;25;856,12659;1834,734925;879,5660234;15;500;3,039571516
16,0934;1327,8;513,3;1580,11;15;60,24084225;15;25;1;25;856,1259815;1834,815569;879,6049905;15;500;3,039704137
16,0944;1327,88;513,33;1580,2;15;60,24289196;15;25;1;25;856,1259331;1834,920025;879,6550911;15;500;3,039887279
16,0957;1327,98;513,371;1580,33;15;60,24564863;15;25;1;25;856,1224466;1835,067315;879,7274586;15;500;3,040133576
16,0995;1328,3;513,493;1580,7;15;60,25377827;15;25;1;25;856,1203873;1835,49479;879,9334277;15;500;3,04085984
16,0997;1328,32;513,5;1580,72;15;60,25427317;15;25;1;25;856,1208591;1835,51851;879,9445612;15;500;3,040904048
16,1016;1328,48;513,562;1580,91;15;60,25844465;15;25;1;25;856,1188243;1835,736996;880,0503291;15;500;3,041276657
16,1075;1328,96;513,749;1581,49;15;60,27103218;15;25;1;25;856,110659;1836,401894;880,3731996;15;500;3,042400814
16,1087;1329,06;513,788;1581,61;15;60,27364914;15;25;1;25;856,109145;1836,539643;880,4400004;15;500;3,04263449
16,1147;1329,55;513,977;1582,19;15;60,28631174;15;25;1;25;856,1032654;1837,20694;880,7628709;15;500;3,043764988
16,1175;1329,79;514,068;1582,47;15;60,29246748;15;25;1;25;856,10109;1837,52978;880,9187394;15;500;3,044314455
16,1276;1330,62;514,39;1583,46;15;60,3140547;15;25;1;25;856,0896685;1838,667312;881,469846;15;500;3,046240791
16,1299;1330,81;514,464;1583,69;15;60,31901061;15;25;1;25;856,0863591;1838,930894;881,5978808;15;500;3,046682909
16,1309;1330,89;514,495;1583,79;15;60,32120555;15;25;1;25;856,0842136;1839,04475;881,6535481;15;500;3,046878705
16,1381;1331,49;514,726;1584,49;15;60,33664396;15;25;1;25;856,0791809;1839,852262;882,0432194;15;500;3,048255614
16,1392;1331,57;514,759;1584,6;15;60,3389106;15;25;1;25;856,0751038;1839,975691;882,1044535;15;500;3,048457732
16,1401;1331,64;514,787;1584,68;15;60,34082317;15;25;1;25;856,0749468;1840,068418;882,1489873;15;500;3,04862827
16,1412;1331,74;514,823;1584,79;15;60,3432317;15;25;1;25;856,0753109;1840,19653;882,2102214;15;500;3,048843021
16,1423;1331,83;514,859;1584,91;15;60,34564035;15;25;1;25;856,0714615;1840,33181;882,2770222;15;500;3,049057773
16,143;1331,89;514,881;1584,97;15;60,34712812;15;25;1;25;856,0729931;1840,403094;882,3104226;15;500;3,049190415
16,1495;1332,42;515,089;1585,61;15;60,36108718;15;25;1;25;856,0642287;1841,13699;882,6666935;15;500;3,050434733
16,1597;1333,26;515,413;1586,61;15;60,38292017;15;25;1;25;856,0528582;1842,28614;883,2233667;15;500;3,052380217
16,1664;1333,82;515,628;1587,27;15;60,3973868;15;25;1;25;856,0466258;1843,045915;883,5907711;15;500;3,053668819
16,1668;1333,85;515,639;1587,31;15;60,39816699;15;25;1;25;856,0452319;1843,090888;883,613038;15;500;3,053738303
16,1671;1333,88;515,65;1587,34;15;60,39887627;15;25;1;25;856,0460136;1843,126548;883,6297382;15;500;3,053801471
16,168;1333,95;515,677;1587,42;15;60,40072045;15;25;1;25;856,0457663;1843,219178;883,6742721;15;500;3,053965707
16,1764;1334,64;515,945;1588,25;15;60,41881157;15;25;1;25;856,0347418;1844,171275;884,1363109;15;500;3,055576507
16,177;1334,69;515,964;1588,31;15;60,42008887;15;25;1;25;856,0339393;1844,240095;884,1697113;15;500;3,055690212
16,1775;1334,74;515,982;1588,36;15;60,42129523;15;25;1;25;856,0351872;1844,299471;884,1975449;15;500;3,0557976
16,178;1334,77;515,996;1588,41;15;60,42221777;15;25;1;25;856,0319543;1844,354111;884,2253786;15;500;3,055879721
16,1785;1334,81;516,012;1588,45;15;60,42328226;15;25;1;25;856,0330994;1844,401766;884,2476455;15;500;3,055974476
16,1786;1334,82;516,015;1588,46;15;60,42349516;15;25;1;25;856,0332893;1844,413578;884,2532123;15;500;3,055993427
16,1818;1335,09;516,12;1588,79;15;60,43059241;15;25;1;25;856,0278676;1844,791021;884,4369145;15;500;3,05662513
16,1848;1335,34;516,214;1589,07;15;60,43690991;15;25;1;25;856,0280406;1845,11632;884,592783;15;500;3,057187351
16,1866;1335,49;516,273;1589,26;15;60,44088541;15;25;1;25;856,02367;1845,332313;884,6985509;15;500;3,057541111
16,1916;1335,9;516,432;1589,75;15;60,45160679;15;25;1;25;856,0177856;1845,895041;884,9713208;15;500;3,058495009
16,1919;1335,92;516,441;1589,77;15;60,45217488;15;25;1;25;856,0184626;1845,91898;884,9824542;15;500;3,058545547
16,192;1335,93;516,445;1589,79;15;60,45252994;15;25;1;25;856,0165672;1845,940197;884,9935877;15;500;3,058577134
16,2014;1336,71;516,744;1590,71;15;60,47270188;15;25;1;25;856,0076613;1846,999004;885,5057271;15;500;3,060371265
16,2028;1336,82;516,787;1590,84;15;60,47561477;15;25;1;25;856,0064184;1847,148633;885,5780946;15;500;3,060630282
16,2074;1337,2;516,936;1591,3;15;60,48563365;15;25;1;25;855,9998754;1847,675819;885,8341643;15;500;3,061521054
16,2081;1337,26;516,957;1591,36;15;60,48705495;15;25;1;25;856,0013079;1847,747002;885,8675647;15;500;3,061647406
16,2085;1337,29;516,97;1591,4;15;60,48790775;15;25;1;25;856,0001262;1847,792195;885,8898317;15;500;3,061723217
16,2102;1337,43;517,025;1591,57;15;60,49167447;15;25;1;25;855,9975777;1847,986885;885,9844661;15;500;3,062058051
16,2119;1337,57;517,079;1591,74;15;60,49529934;15;25;1;25;855,9949787;1848,181521;886,0791006;15;500;3,062380252
16,2167;1337,97;517,231;1592,21;15;60,5056069;15;25;1;25;855,9906478;1848,722654;886,340737;15;500;3,063296322
16,2169;1337,98;517,237;1592,23;15;60,50596237;15;25;1;25;855,9890016;1848,744132;886,3518705;15;500;3,06332791
16,2177;1338,05;517,263;1592,31;15;60,50773979;15;25;1;25;855,988663;1848,836662;886,3964043;15;500;3,063485855
16,2233;1338,51;517,442;1592,86;15;60,5197569;15;25;1;25;855,9820911;1849,468304;886,7025746;15;500;3,064553572
16,2243;1338,6;517,475;1592,96;15;60,52203268;15;25;1;25;855,9822163;1849,584546;886,758242;15;500;3,064755745
