F_O2_entrada_kmol_h;m_biogas_entrada_kg_h;m_oxigenio_entrada_kg_h;m_agua_vapor_entrada_kg_h;P_entrada_biogas_bar;T_entrada_biogas_C;P_entrada_oxigenio_bar;T_entrada_oxigenio_C;P_entrada_agua_bar;T_entrada_agua_C;T_vapor_necessaria_C;Q_aquecedor_vapor_kW;W_bomba_agua_W;P_mistura_final_bar;T_mistura_final_alvo_C;W_compressao_biogas_total_kW
13,7656;1135,74;439,055;1351,56;15;55,59033367;15;25;1;25;858,5060843;1571,565591;752,3773161;15;500;2,595895808
13,767;1135,86;439,099;1351,69;15;55,59281021;15;25;1;25;858,5077086;1571,718214;752,4496837;15;500;2,596152884
13,7703;1136,12;439,203;1352,01;15;55,59879138;15;25;1;25;858,5024787;1572,085596;752,6278191;15;500;2,596773633
13,7756;1136,56;439,372;1352,53;15;55,6085221;15;25;1;25;858,4982574;1572,686439;752,9172892;15;500;2,597783147
13,7766;1136,65;439,406;1352,63;15;55,61045671;15;25;1;25;858,4989479;1572,803338;752,9729565;15;500;2,597983797
13,7784;1136,79;439,462;1352,81;15;55,61366132;15;25;1;25;858,4941972;1573,008358;753,0731577;15;500;2,598316126
13,7791;1136,86;439,486;1352,88;15;55,61505215;15;25;1;25;858,4964026;1573,091739;753,1121248;15;500;2,598460345
13,7809;1137;439,541;1353,05;15;55,61825748;15;25;1;25;858,4940331;1573,287276;753,2067593;15;500;2,598792676
13,7811;1137,02;439,549;1353,08;15;55,61868087;15;25;1;25;858,4922895;1573,320588;753,2234595;15;500;2,598836569
13,7815;1137,05;439,561;1353,11;15;55,61940669;15;25;1;25;858,4934168;1573,356487;753,2401597;15;500;2,598911814
13,7851;1137,35;439,675;1353,46;15;55,62587973;15;25;1;25;858,4915903;1573,76181;753,4349953;15;500;2,599582754
13,7886;1137,64;439,788;1353,81;15;55,63241535;15;25;1;25;858,4871421;1574,16477;753,629831;15;500;2,60025997
13,7915;1137,87;439,878;1354,09;15;55,63762114;15;25;1;25;858,483049;1574,486655;753,7856995;15;500;2,600799241
13,7916;1137,88;439,883;1354,1;15;55,63786331;15;25;1;25;858,4835692;1574,498751;753,7912662;15;500;2,600824323
13,7922;1137,93;439,901;1354,16;15;55,63895307;15;25;1;25;858,4826935;1574,567728;753,8246666;15;500;2,600937194
13,7923;1137,94;439,906;1354,18;15;55,63925579;15;25;1;25;858,4806589;1574,589148;753,8358001;15;500;2,600968547
13,7928;1137,98;439,921;1354,22;15;55,64010344;15;25;1;25;858,4820767;1574,636937;753,858067;15;500;2,601056336
13,7932;1138,01;439,933;1354,26;15;55,64076948;15;25;1;25;858,4807096;1574,682215;753,8803339;15;500;2,601125313
13,7948;1138,15;439,986;1354,42;15;55,64379718;15;25;1;25;858,4806654;1574,868217;753,9694017;15;500;2,601438846
13,7957;1138,22;440,015;1354,51;15;55,64549288;15;25;1;25;858,4783893;1574,970813;754,0195023;15;500;2,601614425
13,7993;1138,52;440,128;1354,86;15;55,6519742;15;25;1;25;858,4764125;1575,375996;754,2143379;15;500;2,602285392
13,8015;1138,7;440,199;1355,08;15;55,65603364;15;25;1;25;858,4730802;1575,628797;754,336806;15;500;2,602705534
13,8028;1138,81;440,241;1355,21;15;55,65851817;15;25;1;25;858,4719617;1575,778946;754,4091735;15;500;2,602962637
13,806;1139,07;440,341;1355,52;15;55,66427617;15;25;1;25;858,4687942;1576,136542;754,5817423;15;500;2,603558367
13,8064;1139,1;440,355;1355,56;15;55,66506423;15;25;1;25;858,4676553;1576,182024;754,6040092;15;500;2,603639889
13,8099;1139,4;440,468;1355,91;15;55,67155174;15;25;1;25;858,4656743;1576,587199;754,7988448;15;500;2,604310877
13,811;1139,48;440,501;1356,01;15;55,67343168;15;25;1;25;858,463804;1576,701786;754,8545122;15;500;2,604505276
13,8115;1139,52;440,516;1356,05;15;55,67434139;15;25;1;25;858,4651875;1576,749545;754,8767791;15;500;2,604599341
13,8128;1139,64;440,56;1356,19;15;55,67682814;15;25;1;25;858,4642765;1576,911508;754,9547133;15;500;2,604856451
13,8137;1139,71;440,588;1356,27;15;55,67846592;15;25;1;25;858,4644069;1577,004646;754,9992472;15;500;2,605025769
13,8162;1139,91;440,667;1356,52;15;55,68301599;15;25;1;25;858,4593018;1577,290723;755,1384155;15;500;2,605496097
13,8178;1140,04;440,718;1356,67;15;55,68592856;15;25;1;25;858,4591051;1577,464957;755,2219165;15;500;2,605797108
13,8188;1140,13;440,752;1356,78;15;55,68793119;15;25;1;25;858,4572366;1577,591172;755,2831506;15;500;2,606004055
13,8193;1140,17;440,766;1356,82;15;55,68872016;15;25;1;25;858,4585361;1577,638855;755,3054175;15;500;2,606085579
13,8261;1140,73;440,983;1357,49;15;55,7012263;15;25;1;25;858,4513125;1578,411367;755,6783886;15;500;2,607377443
13,8278;1140,87;441,039;1357,66;15;55,70444513;15;25;1;25;858,4490833;1578,607018;755,773023;15;500;2,607709819
13,8408;1141,94;441,451;1358,93;15;55,72826783;15;25;1;25;858,4375019;1580,073221;756,4799981;15;500;2,610168206
13,8422;1142,06;441,496;1359,07;15;55,7308827;15;25;1;25;858,4366689;1580,23525;756,5579323;15;500;2,610437882
13,8438;1142,19;441,547;1359,23;15;55,73380201;15;25;1;25;858,4339519;1580,418829;756,6470001;15;500;2,610738916
13,851;1142,79;441,778;1359,94;15;55,74718743;15;25;1;25;858,4279797;1581,23896;757,0422381;15;500;2,612118676
13,8516;1142,84;441,798;1360;15;55,74834385;15;25;1;25;858,4273599;1581,308163;757,0756385;15;500;2,612237838
13,8526;1142,92;441,828;1360,09;15;55,75004816;15;25;1;25;858,4276617;1581,413081;757,1257391;15;500;2,612413446
13,8595;1143,48;442,048;1360,77;15;55,76277402;15;25;1;25;858,4182489;1582,195208;757,5042769;15;500;2,613724251
13,8602;1143,54;442,07;1360,84;15;55,76405312;15;25;1;25;858,4177745;1582,276168;757,543244;15;500;2,61385596
13,8609;1143,6;442,092;1360,91;15;55,7653323;15;25;1;25;858,4173001;1582,357129;757,5822111;15;500;2,61398767
13,8615;1143,65;442,112;1360,97;15;55,76648972;15;25;1;25;858,4166798;1582,42633;757,6156115;15;500;2,614106836
13,8624;1143,72;442,141;1361,05;15;55,76813459;15;25;1;25;858,4169474;1582,51959;757,6601454;15;500;2,614276177
13,8654;1143,97;442,235;1361,35;15;55,77361841;15;25;1;25;858,4131359;1582,864951;757,8271474;15;500;2,614840651
13,8698;1144,34;442,378;1361,79;15;55,7819078;15;25;1;25;858,40897;1583,37277;758,0720836;15;500;2,615693644
13,8713;1144,46;442,424;1361,93;15;55,7845294;15;25;1;25;858,4082767;1583,534921;758,1500179;15;500;2,615963343
13,8761;1144,86;442,578;1362,4;15;55,79349405;15;25;1;25;858,4051089;1584,078523;758,4116543;15;500;2,616885344
13,8787;1145,07;442,66;1362,65;15;55,79819135;15;25;1;25;858,4028008;1584,367107;758,5508226;15;500;2,617368302
13,8899;1146;443,02;1363,76;15;55,81906732;15;25;1;25;858,3913726;1585,647339;759,1687299;15;500;2,619513433
13,89;1146;443,022;1363,77;15;55,81925054;15;25;1;25;858,3890613;1585,656868;759,1742967;15;500;2,61953225
13,8904;1146,04;443,035;1363,81;15;55,81998341;15;25;1;25;858,3902364;1585,704443;759,1965636;15;500;2,619607519
13,8928;1146,24;443,112;1364,04;15;55,82444226;15;25;1;25;858,3899161;1585,971573;759,3245985;15;500;2,620065408
13,9011;1146,92;443,374;1364,85;15;55,83965828;15;25;1;25;858,3818121;1586,905997;759,7755038;15;500;2,621627272
13,9084;1147,52;443,609;1365,57;15;55,85329474;15;25;1;25;858,3737791;1587,735835;760,1763086;15;500;2,623026082
13,9147;1148,04;443,81;1366,19;15;55,86498136;15;25;1;25;858,3675027;1588,450995;760,521446;15;500;2,624224189
13,9151;1148,07;443,821;1366,23;15;55,8656546;15;25;1;25;858,3659974;1588,496133;760,5437129;15;500;2,624293191
13,9182;1148,33;443,922;1366,54;15;55,87153111;15;25;1;25;858,3629144;1588,853761;760,7162816;15;500;2,62489539
13,9212;1148,58;444,017;1366,83;15;55,87698057;15;25;1;25;858,3617679;1589,189896;760,8777169;15;500;2,625453684
13,9374;1149,92;444,535;1368,42;15;55,9071307;15;25;1;25;858,347503;1591,025565;761,7628274;15;500;2,62854007
13,9401;1150,13;444,618;1368,68;15;55,91203717;15;25;1;25;858,3427345;1591,323515;761,9075624;15;500;2,629041935
13,9458;1150,6;444,8;1369,24;15;55,92265123;15;25;1;25;858,337179;1591,969546;762,2192994;15;500;2,630127232
13,9472;1150,72;444,846;1369,38;15;55,92529022;15;25;1;25;858,336473;1592,131676;762,2972337;15;500;2,630396991
13,9498;1150,94;444,93;1369,64;15;55,93020083;15;25;1;25;858,3342619;1592,431953;762,4419687;15;500;2,63089887
13,9557;1151,43;445,118;1370,22;15;55,94119235;15;25;1;25;858,3292126;1593,101692;762,7648392;15;500;2,63202184
13,9561;1151,46;445,13;1370,26;15;55,94186799;15;25;1;25;858,3278528;1593,146958;762,7871062;15;500;2,63209085
13,9562;1151,46;445,132;1370,26;15;55,94199084;15;25;1;25;858,3280765;1593,147162;762,7871062;15;500;2,632103398
13,9589;1151,69;445,22;1370,53;15;55,94708955;15;25;1;25;858,3262618;1593,459424;762,9374079;15;500;2,632624112
13,9611;1151,87;445,29;1370,75;15;55,95120626;15;25;1;25;858,3227715;1593,712024;763,0598761;15;500;2,63304445
13,9707;1152,66;445,596;1371,69;15;55,96903385;15;25;1;25;858,3137705;1594,796702;763,5831489;15;500;2,634863857
13,9719;1152,76;445,634;1371,81;15;55,97130945;15;25;1;25;858,3122642;1594,934844;763,6499497;15;500;2,635095992
13,9734;1152,89;445,682;1371,96;15;55,97413892;15;25;1;25;858,3116656;1595,108695;763,7334507;15;500;2,635384594
13,9737;1152,91;445,691;1371,98;15;55,97463104;15;25;1;25;858,3125417;1595,132748;763,7445842;15;500;2,635434785
13,9741;1152,94;445,704;1372,02;15;55,97536924;15;25;1;25;858,3112944;1595,178115;763,7668511;15;500;2,635510073
13,9761;1153,11;445,768;1372,22;15;55,97912213;15;25;1;25;858,3097028;1595,409191;763,8781858;15;500;2,635892786
13,9796;1153,4;445,881;1372,57;15;55,98570664;15;25;1;25;858,3052449;1595,812044;764,0730214;15;500;2,636564108
13,98;1153,43;445,891;1372,6;15;55,98632212;15;25;1;25;858,3061205;1595,847723;764,0897216;15;500;2,636626849
13,985;1153,84;446,051;1373,09;15;55,9956795;15;25;1;25;858,3010295;1596,412766;764,3624915;15;500;2,637580516
13,9857;1153,9;446,073;1373,16;15;55,99697261;15;25;1;25;858,300546;1596,493709;764,4014586;15;500;2,637712273
13,9861;1153,93;446,088;1373,2;15;55,99783473;15;25;1;25;858,2995219;1596,539278;764,4237256;15;500;2,637800112
13,9906;1154,31;446,231;1373,65;15;56,00621134;15;25;1;25;858,29523;1597,058542;764,6742285;15;500;2,638653408
13,9962;1154,77;446,41;1374,2;15;56,01668662;15;25;1;25;858,2893966;1597,692656;764,9803988;15;500;2,639720043
13,9994;1155,03;446,511;1374,51;15;56,02260428;15;25;1;25;858,2862926;1598,050232;765,1529675;15;500;2,640322386
14,0086;1155,79;446,806;1375,42;15;56,03987324;15;25;1;25;858,276246;1599,099028;765,6595402;15;500;2,642079253
14,0103;1155,93;446,859;1375,58;15;56,0429584;15;25;1;25;858,2761481;1599,284959;765,7486079;15;500;2,642392984
14,0121;1156,08;446,916;1375,75;15;56,04635259;15;25;1;25;858,2763827;1599,48282;765,8432424;15;500;2,64273809
14,0159;1156,39;447,037;1376,13;15;56,0534512;15;25;1;25;858,2701639;1599,918921;766,0547782;15;500;2,643459681
14,0223;1156,91;447,24;1376,75;15;56,06530789;15;25;1;25;858,2640877;1600,634177;766,3999156;15;500;2,644664443
14,0226;1156,94;447,251;1376,79;15;56,06598737;15;25;1;25;858,2625885;1600,679307;766,4221826;15;500;2,644733467
14,0342;1157,9;447,62;1377,92;15;56,08761813;15;25;1;25;858,2543051;1601,985466;767,0512234;15;500;2,646929708
14,0446;1158,75;447,951;1378,94;15;56,10710383;15;25;1;25;858,2425808;1603,160566;767,6190301;15;500;2,648906389
14,0489;1159,11;448,089;1379,36;15;56,11521242;15;25;1;25;858,2403497;1603,64681;767,8528329;15;500;2,649728455
14,0526;1159,42;448,207;1379,73;15;56,1221473;15;25;1;25;858,2362704;1604,073226;768,058802;15;500;2,650431299
14,0529;1159,44;448,216;1379,76;15;56,12270466;15;25;1;25;858,2346311;1604,106598;768,0755022;15;500;2,650487777
14,0546;1159,58;448,27;1379,92;15;56,12586329;15;25;1;25;858,2346329;1604,292616;768,1645699;15;500;2,650807825
14,0563;1159,73;448,327;1380,1;15;56,12920821;15;25;1;25;858,2324113;1604,499842;768,2647711;15;500;2,651146701
14,0597;1160;448,434;1380,43;15;56,13552776;15;25;1;25;858,2274011;1604,878895;768,4484733;15;500;2,651786804
14,0749;1161,25;448,918;1381,92;15;56,16398777;15;25;1;25;858,2123462;1606,597308;769,2779164;15;500;2,654667349
14,077;1161,43;448,986;1382,13;15;56,16808302;15;25;1;25;858,2110658;1606,840272;769,3948178;15;500;2,655081556
14,0852;1162,11;449,248;1382,93;15;56,18347787;15;25;1;25;858,2053443;1607,765071;769,8401564;15;500;2,656637992
14,0878;1162,32;449,329;1383,18;15;56,18825986;15;25;1;25;858,202849;1608,053418;769,9793247;15;500;2,657121248
14,0879;1162,33;449,333;1383,19;15;56,1885083;15;25;1;25;858,2032101;1608,065376;769,9848915;15;500;2,657146353
14,0895;1162,46;449,385;1383,35;15;56,19155194;15;25;1;25;858,2005931;1608,248978;770,0739592;15;500;2,657453881
14,0953;1162,94;449,569;1383,92;15;56,20242543;15;25;1;25;858,1951093;1608,906594;770,3912629;15;500;2,65855221
14,0954;1162,95;449,573;1383,93;15;56,20267402;15;25;1;25;858,1954701;1608,918552;770,3968297;15;500;2,658577315
14,1068;1163,89;449,937;1385,05;15;56,22418802;15;25;1;25;858,1842127;1610,210252;771,0203037;15;500;2,660748924
14,1081;1164;449,978;1385,18;15;56,22661429;15;25;1;25;858,1829782;1610,360248;771,0926713;15;500;2,660993705
14,1095;1164,11;450,022;1385,31;15;56,22916525;15;25;1;25;858,182105;1610,510576;771,1650388;15;500;2,66125104
14,1107;1164,21;450,062;1385,44;15;56,23152982;15;25;1;25;858,1783748;1610,658268;771,2374063;15;500;2,661489547
14,115;1164,56;450,197;1385,85;15;56,23955872;15;25;1;25;858,1758294;1611,13257;771,4656423;15;500;2,662299221
14,1186;1164,86;450,312;1386,21;15;56,24634503;15;25;1;25;858,171483;1611,54708;771,6660447;15;500;2,662983373
14,1197;1164,96;450,349;1386,32;15;56,24852455;15;25;1;25;858,172351;1611,675762;771,7272788;15;500;2,663203056
14,1201;1164,99;450,362;1386,36;15;56,24927186;15;25;1;25;858,1711083;1611,721117;771,7495457;15;500;2,663278376
14,1234;1165,26;450,465;1386,68;15;56,25537581;15;25;1;25;858,1681129;1612,09037;771,9276811;15;500;2,663893494
14,1306;1165,85;450,695;1387,39;15;56,26902215;15;25;1;25;858,1594629;1612,907794;772,3229192;15;500;2,665268115
14,1308;1165,87;450,702;1387,41;15;56,26939613;15;25;1;25;858,1601035;1612,931637;772,3340526;15;500;2,665305776
14,1314;1165,92;450,72;1387,46;15;56,27045579;15;25;1;25;858,1617119;1612,99125;772,3618863;15;500;2,665412483
14,1329;1166,04;450,768;1387,61;15;56,27332336;15;25;1;25;858,1587016;1613,162851;772,4453873;15;500;2,66570122
14,1346;1166,18;450,823;1387,78;15;56,27656538;15;25;1;25;858,1563317;1613,358295;772,5400217;15;500;2,666027621
14,1354;1166,25;450,849;1387,86;15;56,27812421;15;25;1;25;858,1561968;1613,451174;772,5845556;15;500;2,666184545
14,1363;1166,32;450,876;1387,94;15;56,2797455;15;25;1;25;858,1561712;1613,544154;772,6290895;15;500;2,666347746
14,1399;1166,62;450,993;1388,3;15;56,28666846;15;25;1;25;858,1520387;1613,958851;772,8294918;15;500;2,667044495
14,1419;1166,79;451,057;1388,5;15;56,29041147;15;25;1;25;858,1504477;1614,189889;772,9408265;15;500;2,667421119
14,143;1166,88;451,09;1388,6;15;56,29240799;15;25;1;25;858,1509195;1614,306579;772,9964938;15;500;2,667621986
14,1464;1167,15;451,198;1388,94;15;56,29883545;15;25;1;25;858,1435476;1614,695027;773,1857627;15;500;2,668268532
14,1537;1167,76;451,433;1389,66;15;56,31275735;15;25;1;25;858,1377656;1615,526705;773,5865675;15;500;2,669668356
14,1538;1167,77;451,435;1389,66;15;56,3128198;15;25;1;25;858,1403942;1615,529137;773,5865675;15;500;2,669674633
14,1546;1167,83;451,461;1389,75;15;56,31444353;15;25;1;25;858,1353901;1615,629135;773,6366681;15;500;2,669837843
14,1564;1167,98;451,518;1389,92;15;56,3177538;15;25;1;25;858,1356467;1615,827003;773,7313025;15;500;2,670170542
14,1618;1168,43;451,69;1390,45;15;56,32799988;15;25;1;25;858,1314821;1616,43929;774,0263394;15;500;2,671200037
14,1647;1168,66;451,782;1390,73;15;56,33343713;15;25;1;25;858,1275908;1616,761196;774,1822079;15;500;2,671746178
14,1662;1168,79;451,832;1390,89;15;56,33643754;15;25;1;25;858,1247196;1616,944542;774,2712756;15;500;2,6720475
14,1713;1169,21;451,992;1391,38;15;56,34594139;15;25;1;25;858,1219326;1617,511597;774,5440455;15;500;2,673001693
14,1744;1169,47;452,092;1391,69;15;56,35188327;15;25;1;25;858,1186752;1617,868962;774,7166142;15;500;2,673598071
14,1751;1169,53;452,115;1391,76;15;56,3532595;15;25;1;25;858,1182876;1617,949979;774,7555813;15;500;2,673736181
14,1779;1169,75;452,203;1392,03;15;56,35845236;15;25;1;25;858,1140374;1618,259921;774,9058831;15;500;2,674257232
14,1873;1170,53;452,504;1392,96;15;56,3763547;15;25;1;25;858,1043686;1619,332096;775,4235892;15;500;2,676052697
14,1895;1170,71;452,573;1393,17;15;56,38048796;15;25;1;25;858,1032025;1619,575142;775,5404906;15;500;2,676467042
14,1938;1171,07;452,711;1393,59;15;56,38869399;15;25;1;25;858,1009003;1620,061261;775,7742934;15;500;2,677289462
14,1943;1171,11;452,727;1393,64;15;56,3896338;15;25;1;25;858,0999074;1620,118465;775,8021271;15;500;2,677383633
14,1948;1171,15;452,743;1393,69;15;56,39057364;15;25;1;25;858,0989145;1620,175669;775,8299607;15;500;2,677477804
14,1958;1171,23;452,775;1393,79;15;56,39245344;15;25;1;25;858,0969287;1620,290077;775,8856281;15;500;2,677666146
14,1968;1171,32;452,808;1393,89;15;56,39445873;15;25;1;25;858,0973902;1620,406756;775,9412954;15;500;2,677867046
14,1999;1171,57;452,906;1394,19;15;56,40028756;15;25;1;25;858,0939883;1620,752351;776,1082974;15;500;2,678450913
14,2011;1171,67;452,944;1394,31;15;56,40254427;15;25;1;25;858,0924969;1620,890467;776,1750981;15;500;2,678676927
14,2068;1172,14;453,127;1394,87;15;56,41345475;15;25;1;25;858,0869309;1621,536301;776,4868352;15;500;2,679769342
14,2074;1172,19;453,147;1394,93;15;56,41464643;15;25;1;25;858,0862937;1621,605459;776,5202356;15;500;2,67988863
14,2128;1172,64;453,318;1395,46;15;56,42480952;15;25;1;25;858,0820263;1622,217619;776,8152724;15;500;2,680905725
14,2136;1172,7;453,342;1395,54;15;56,42625278;15;25;1;25;858,0792977;1622,308084;776,8598063;15;500;2,681050129
14,2155;1172,86;453,404;1395,73;15;56,42995546;15;25;1;25;858,0775231;1622,527309;776,9655742;15;500;2,681420557
14,2163;1172,92;453,428;1395,8;15;56,43139904;15;25;1;25;858,0772407;1622,608421;777,0045413;15;500;2,681564962
14,2233;1173,5;453,651;1396,49;15;56,44470918;15;25;1;25;858,0703132;1623,404101;777,3886459;15;500;2,682896013
14,2296;1174,02;453,853;1397,11;15;56,4567701;15;25;1;25;858,0639907;1624,118964;777,7337833;15;500;2,684101517
14,2353;1174,49;454,034;1397,67;15;56,46757987;15;25;1;25;858,0581955;1624,764563;778,0455203;15;500;2,685181468
14,2378;1174,7;454,115;1397,91;15;56,47235785;15;25;1;25;858,0581448;1625,043511;778,1791219;15;500;2,685658661
14,2385;1174,76;454,138;1397,99;15;56,47374112;15;25;1;25;858,0553099;1625,133871;778,2236558;15;500;2,685796796
14,2409;1174,95;454,213;1398,22;15;56,47820588;15;25;1;25;858,0522925;1625,398433;778,3516906;15;500;2,6862426
14,2509;1175,78;454,532;1399,2;15;56,49733204;15;25;1;25;858,0441312;1626,530058;778,8972304;15;500;2,688151426
14,2512;1175,8;454,542;1399,23;15;56,49796145;15;25;1;25;858,0426149;1626,56352;778,9139306;15;500;2,688214217
14,2545;1176,07;454,646;1399,55;15;56,50413053;15;25;1;25;858,039725;1626,932818;779,092066;15;500;2,688829575
14,2592;1176,46;454,797;1400,01;15;56,51313522;15;25;1;25;858,0361533;1627,464224;779,3481358;15;500;2,689727506
14,2836;1178,48;455,575;1402,41;15;56,55978677;15;25;1;25;858,0128178;1630,232357;780,6841516;15;500;2,694374345
14,2873;1178,78;455,693;1402,77;15;56,5668554;15;25;1;25;858,0087564;1630,647047;780,884554;15;500;2,69507768
14,2901;1179,02;455,784;1403,05;15;56,5722845;15;25;1;25;858,0070936;1630,970979;781,0404225;15;500;2,695617747
14,2938;1179,32;455,901;1403,41;15;56,57929362;15;25;1;25;858,0029228;1631,385563;781,2408248;15;500;2,696314815
14,2954;1179,45;455,951;1403,57;15;56,58232522;15;25;1;25;858,0000479;1631,568868;781,3298926;15;500;2,696616253
14,2971;1179,59;456,007;1403,74;15;56,58567305;15;25;1;25;857,9977719;1631,764356;781,424527;15;500;2,696949092
14,3005;1179,87;456,113;1404,07;15;56,59205414;15;25;1;25;857,9949735;1632,145346;781,6082292;15;500;2,697583375
14,3045;1180,21;456,243;1404,47;15;56,59989065;15;25;1;25;857,9918834;1632,607432;781,8308985;15;500;2,698362107
14,3051;1180,25;456,26;1404,52;15;56,60090199;15;25;1;25;857,9909977;1632,664726;781,8587322;15;500;2,698462589
14,3147;1181,04;456,566;1405,46;15;56,61923989;15;25;1;25;857,9817285;1633,748743;782,382005;15;500;2,700283858
14,317;1181,23;456,641;1405,69;15;56,62379488;15;25;1;25;857,9786685;1634,013239;782,5100399;15;500;2,700736043
14,3225;1181,68;456,815;1406,23;15;56,63423659;15;25;1;25;857,9722423;1634,634934;782,8106435;15;500;2,701772313
14,3251;1181,9;456,899;1406,48;15;56,63923753;15;25;1;25;857,9724025;1634,92569;782,9498118;15;500;2,702268472
14,3443;1183,48;457,511;1408,37;15;56,67604784;15;25;1;25;857,9513694;1637,102951;784,0019242;15;500;2,705917562
14,3454;1183,57;457,545;1408,47;15;56,67814027;15;25;1;25;857,9519094;1637,219698;784,0575916;15;500;2,706124831
14,3486;1183,84;457,65;1408,8;15;56,68448203;15;25;1;25;857,9466454;1637,598357;784,2412937;15;500;2,706752925
14,3493;1183,9;457,671;1408,86;15;56,68575057;15;25;1;25;857,9484525;1637,669796;784,2746941;15;500;2,706878544
14,351;1184,04;457,724;1409,02;15;56,68892222;15;25;1;25;857,9482728;1637,855613;784,3637619;15;500;2,707192594
14,3528;1184,19;457,783;1409,21;15;56,69247496;15;25;1;25;857,9438117;1638,072285;784,4695298;15;500;2,707544332
14,3532;1184,22;457,796;1409,25;15;56,69329977;15;25;1;25;857,9425439;1638,117592;784,4917967;15;500;2,707625985
14,3556;1184,41;457,871;1409,48;15;56,69780501;15;25;1;25;857,9395116;1638,382099;784,6198316;15;500;2,708071942
14,357;1184,53;457,917;1409,62;15;56,7005974;15;25;1;25;857,9387073;1638,544081;784,6977658;15;500;2,708348311
14,3572;1184,55;457,922;1409,63;15;56,70085127;15;25;1;25;857,9415382;1638,558362;784,7033325;15;500;2,708373435
14,3611;1184,87;458,048;1410,02;15;56,70846855;15;25;1;25;857,9357348;1639,006251;784,9204351;15;500;2,709127175
14,3616;1184,91;458,064;1410,07;15;56,70942087;15;25;1;25;857,9347417;1639,063439;784,9482688;15;500;2,709221393
14,365;1185,2;458,173;1410,41;15;56,71602465;15;25;1;25;857,9321661;1639,456236;785,1375377;15;500;2,709874643
14,369;1185,52;458,299;1410,79;15;56,72358306;15;25;1;25;857,9288133;1639,894798;785,3490735;15;500;2,71062212
14,3712;1185,7;458,369;1411,01;15;56,72783964;15;25;1;25;857,9252913;1640,147217;785,4715417;15;500;2,711042972
14,3729;1185,85;458,424;1411,18;15;56,73114375;15;25;1;25;857,9252417;1640,344777;785,5661761;15;500;2,711369605
14,3769;1186,17;458,55;1411,57;15;56,7387703;15;25;1;25;857,9194359;1640,792655;785,7832787;15;500;2,712123381
14,378;1186,27;458,587;1411,68;15;56,74099515;15;25;1;25;857,9202433;1640,921276;785,8445127;15;500;2,712343233
14,3815;1186,56;458,699;1412,03;15;56,74779805;15;25;1;25;857,9155646;1641,323714;786,0393484;15;500;2,71301536
14,3969;1187,82;459,188;1413,53;15;56,77731988;15;25;1;25;857,9005868;1643,053199;786,8743583;15;500;2,715930085
14,4012;1188,18;459,327;1413,96;15;56,78572467;15;25;1;25;857,8958787;1643,548589;787,1137278;15;500;2,716759298
14,4031;1188,34;459,387;1414,15;15;56,78935488;15;25;1;25;857,8938615;1643,767541;787,2194957;15;500;2,717117371
14,4059;1188,57;459,476;1414,42;15;56,79476932;15;25;1;25;857,8919971;1644,079626;787,3697975;15;500;2,717651343
14,4086;1188,79;459,563;1414,69;15;56,79999376;15;25;1;25;857,8876181;1644,389342;787,5200993;15;500;2,718166474
14,4092;1188,84;459,581;1414,74;15;56,80107701;15;25;1;25;857,8891711;1644,448923;787,5479329;15;500;2,718273269
14,4157;1189,38;459,789;1415,38;15;56,81369712;15;25;1;25;857,8832386;1645,187249;787,9042038;15;500;2,71951714
14,4189;1189,64;459,889;1415,69;15;56,81975445;15;25;1;25;857,8799249;1645,544459;788,0767725;15;500;2,720113955
14,4195;1189,69;459,911;1415,76;15;56,82109364;15;25;1;25;857,8770796;1645,623143;788,1157397;15;500;2,720245884
14,4208;1189,8;459,953;1415,89;15;56,82358088;15;25;1;25;857,8759519;1645,773187;788,1881072;15;500;2,720490894
14,4239;1190,05;460,05;1416,19;15;56,82951299;15;25;1;25;857,8723649;1646,118513;788,3551092;15;500;2,721075154
14,4273;1190,33;460,157;1416,52;15;56,83602077;15;25;1;25;857,8696356;1646,499517;788,5388113;15;500;2,721715961
14,4341;1190,89;460,375;1417,19;15;56,84923284;15;25;1;25;857,8622217;1647,271301;788,9117824;15;500;2,723016443
14,4427;1191,61;460,651;1418,04;15;56,8659652;15;25;1;25;857,8549773;1648,25246;789,3849547;15;500;2,724662502
14,4452;1191,81;460,731;1418,28;15;56,87082091;15;25;1;25;857,8523842;1648,528975;789,5185563;15;500;2,725139992
14,4461;1191,88;460,758;1418,36;15;56,87241839;15;25;1;25;857,8523526;1648,621933;789,5630901;15;500;2,725297062
14,4506;1192,25;460,901;1418,8;15;56,8811104;15;25;1;25;857,8479741;1649,129229;789,8080264;15;500;2,726151531
14,452;1192,37;460,946;1418,94;15;56,88385922;15;25;1;25;857,8470492;1649,291083;789,8859606;15;500;2,726421696
14,4539;1192,53;461,007;1419,13;15;56,8875674;15;25;1;25;857,8451306;1649,510115;789,9917286;15;500;2,726786107
14,4546;1192,59;461,03;1419,2;15;56,88897409;15;25;1;25;857,8447207;1649,591091;790,0306957;15;500;2,726924332
14,4548;1192,6;461,034;1419,22;15;56,88922986;15;25;1;25;857,8426612;1649,612392;790,0418291;15;500;2,726949464
14,456;1192,7;461,075;1419,34;15;56,89172376;15;25;1;25;857,8414692;1649,750746;790,1086299;15;500;2,7271945
14,4589;1192,94;461,166;1419,62;15;56,89722397;15;25;1;25;857,8397559;1650,074582;790,2644985;15;500;2,727734841
