hours,Price,Price,,,,
2238,149.34,132.97,,,,
2239,123.485,115.03,,,,
2240,109.675,88.48,,,,
2241,102.405,87.54,,,,
2242,94.945,77.355,,,,
2243,87.73,76.54,,,,
2244,84.97,76.23,,,,
2245,84.525,76.44,,,,
2246,88.63,78.815,,,,
2247,102.955,89.375,,,,
2248,120.76,106.1,,,,
2249,145.625,141.85,,,,
2250,142.165,138.41,,,,
2251,117.845,115.87,,,,
2252,108.44,104.195,,,,
2253,97.23,93.875,,,,
2254,89.085,92.73,,,,
2255,82.2,86.295,,,,
2256,79.54,84.79,,,,
2257,77.5,83.08,,,,
2258,77.44,86.085,,,,
2259,83.99,93.145,,,,
2260,98,114.26,,,,
2261,113.55,142.355,,,,
2262,117.425,130.375,,,,
2263,100.86,106.06,,,,
2264,97.59,81,,,,
2265,90.04,68.795,,,,
2266,80.565,59.825,,,,
2267,77.16,54.83,,,,
2268,76.02,55.42,,,,
2269,76.15,50.445,,,,
2270,77.385,50.645,,,,
2271,88.96,70.8,,,,
2272,102.55,100.59,,,,
2273,126.965,128.98,,,,
2274,121.87,128.285,,,,
2275,113.85,113.96,,,,
2276,103.4,105.19,,,,
2277,90.575,94.665,,,,
2278,93.86,88.925,,,,
2279,89.48,83.95,,,,
2280,82.495,82,,,,
2281,78.29,80.1,,,,
2282,78.285,81.47,,,,
2283,84.84,86.58,,,,
2284,86.3,96.26,,,,
2285,97.395,106.41,,,,
2286,119.995,103.76,,,,
2287,108.795,78.545,,,,
2288,99.585,55.575,,,,
2289,77.835,47.46,,,,
2290,64.19,29.68,,,,
2291,55.3,-6.24,,,,
2292,53.5,-9.205,,,,
2293,47.175,29.065,,,,
2294,47.7,44.935,,,,
2295,61,60.585,,,,
2296,86.22,97.96,,,,
2297,102.14,109.715,,,,
2298,112.185,104.62,,,,
2299,104.875,108.45,,,,
2300,97.655,93.2,,,,
2301,88.135,76.65,,,,
2302,81.105,69.92,,,,
2303,77.645,62.295,,,,
2304,78.325,57.475,,,,
2305,77.81,54.3,,,,
2306,79.435,54.6,,,,
2307,80.205,58.84,,,,
2308,81.285,55.035,,,,
2309,90.27,59,,,,
2310,89.375,79.995,,,,
2311,76.375,74.995,,,,
2312,46.605,69.58,,,,
2313,41.085,55.485,,,,
2314,19.3,42.495,,,,
2315,-21.96,30.3,,,,
2316,-27.6,29.1,,,,
2317,16.695,42.21,,,,
2318,37.99,55.12,,,,
2319,52.235,60.14,,,,
2320,86.695,89.55,,,,
2321,102.105,114.94,,,,
2322,102.485,125.205,,,,
2323,101.105,113.455,,,,
2324,90.75,105.815,,,,
2325,78.49,97.875,,,,
2326,69.115,95,,,,
2327,58.975,88.02,,,,
2328,59.915,88.28,,,,
2329,58.995,88.405,,,,
2330,59.12,88.635,,,,
2331,58.93,90.82,,,,
2332,60,102.875,,,,
2333,59.45,139.565,,,,
2334,61.49,129.635,,,,
2335,56.1,105.55,,,,
2336,44.995,88.98,,,,
2337,33,85.685,,,,
2338,23.525,76.65,,,,
2339,5.005,68.5,,,,
2340,3,63.995,,,,
2341,18,73.395,,,,
2342,36.92,82.99,,,,
2343,45.315,89.74,,,,
2344,83.26,111.185,,,,
2345,106.985,136.155,,,,
2346,112.195,132.385,,,,
2347,103.245,111.08,,,,
2348,95.155,105.95,,,,
2349,88.31,101.27,,,,
2350,84.155,105.65,,,,
2351,73.19,93.625,,,,
2352,71.025,92.28,,,,
2353,68.98,88.505,,,,
2354,68.245,89.54,,,,
2355,71.22,91.67,,,,
2356,86.595,98.6,,,,
2357,113.715,104.425,,,,
2358,99.005,101.38,,,,
2359,70.205,90.255,,,,
2360,47.235,75.25,,,,
2361,33.65,64.935,,,,
2362,31.845,57.37,,,,
2363,26.08,33.555,,,,
2364,25.28,31.28,,,,
2365,30.15,28,,,,
2366,34.99,43.6,,,,
2367,47.615,63.535,,,,
2368,78.09,88.4,,,,
2369,108.65,101.74,,,,
2370,103.2,106.69,,,,
2371,79.875,96.515,,,,
2372,72.82,87.26,,,,
2373,60.28,70.74,,,,
2374,48.195,55.555,,,,
2375,35.275,43.475,,,,
2376,32.745,41.57,,,,
2377,30.055,40.445,,,,
2378,33.47,47.35,,,,
2379,49.995,60.88,,,,
2380,85.69,77.375,,,,
2381,102.965,88.64,,,,
2382,101.52,88.095,,,,
2383,81.05,67.68,,,,
2384,52.375,46.11,,,,
2385,25.95,26.595,,,,
2386,8.39,9.1,,,,
2387,-5.45,0.545,,,,
2388,-11.22,-3.665,,,,
2389,-2.3,-1.6,,,,
2390,9.905,10.99,,,,
2391,61.46,42.56,,,,
2392,96.2,66.965,,,,
2393,117.985,112.73,,,,
2394,122.65,111.35,,,,
2395,104.015,81.59,,,,
2396,95.16,70.495,,,,
2397,72.77,55.05,,,,
2398,54.1,30.835,,,,
2399,41.15,13.915,,,,
2400,32.03,12.22,,,,
2401,27.655,5.54,,,,
2402,35.1,7.04,,,,
2403,64.545,31.445,,,,
2404,90.6,80.145,,,,
2405,111.49,92.105,,,,
2406,121.555,87.73,,,,
2407,106.225,82.4,,,,
2408,93.82,62.875,,,,
2409,82.275,39.515,,,,
2410,59.905,29.45,,,,
2411,53.145,28,,,,
2412,48.81,27.525,,,,
2413,48.485,36.5,,,,
2414,61.17,37.805,,,,
2415,87.1,84.125,,,,
2416,94.635,115.75,,,,
2417,128.495,148.41,,,,
2418,133.05,142.59,,,,
2419,100.195,116.22,,,,
2420,90.825,105.005,,,,
2421,81.525,93.375,,,,
2422,72.91,84.9,,,,
2423,55.88,73.775,,,,
2424,51.585,62.28,,,,
2425,41.425,52.67,,,,
2426,39.55,52.495,,,,
2427,55.44,72.15,,,,
2428,84.085,91.205,,,,
2429,91.635,107.18,,,,
2430,87.175,111.205,,,,
2431,88.195,104.195,,,,
2432,77.45,81.08,,,,
2433,52.45,65.2,,,,
2434,35.2,50.3,,,,
2435,12,48.63,,,,
2436,17.49,43.8,,,,
2437,13.8,46.02,,,,
2438,34.05,50.17,,,,
2439,97.075,79.825,,,,
2440,114.4,89.87,,,,
2441,142.68,108.24,,,,
2442,137.5,118.95,,,,
2443,121.525,96.225,,,,
2444,106.625,91.015,,,,
2445,97.925,80.275,,,,
2446,96.295,75.895,,,,
2447,91.575,64.62,,,,
2448,91.02,51.38,,,,
2449,85.91,45.485,,,,
2450,86.315,44.58,,,,
2451,95.705,53.29,,,,
2452,110.35,65.405,,,,
2453,131.375,74.385,,,,
2454,131.08,72.375,,,,
2455,113.17,57.095,,,,
2456,74.93,41.69,,,,
2457,64.17,12.37,,,,
2458,52.35,-18.08,,,,
2459,50.51,-50,,,,
2460,46.29,-52.54,,,,
2461,44.685,-49.955,,,,
2462,52.58,-10.02,,,,
2463,81.875,53.975,,,,
2464,105.64,80.735,,,,
2465,128.32,100.55,,,,
2466,132.66,107.015,,,,
2467,115.67,94.77,,,,
2468,103.73,77.19,,,,
2469,91.445,63.8,,,,
2470,89.23,59.265,,,,
2471,78.075,56.95,,,,
2472,68.825,58.74,,,,
2473,63.055,57.03,,,,
2474,61.59,57.87,,,,
2475,63.815,66.7,,,,
2476,67.155,78.8,,,,
2477,69.29,92.37,,,,
2478,64.405,92.185,,,,
2479,54.95,74.97,,,,
2480,47.45,52.51,,,,
2481,41.89,48.265,,,,
2482,22.99,31.235,,,,
2483,-17.5,20.535,,,,
2484,-27.045,21.295,,,,
2485,5.545,27.175,,,,
2486,26.575,49.455,,,,
2487,49.33,57.485,,,,
2488,73.015,108.93,,,,
2489,91.445,126.995,,,,
2490,96.67,143.035,,,,
2491,82.67,137.74,,,,
2492,74.025,115.945,,,,
2493,63.4,99.99,,,,
2494,55.995,102.93,,,,
2495,52.295,93.45,,,,
2496,51.81,92.465,,,,
2497,51.175,89.27,,,,
2498,52.615,86.72,,,,
2499,54.75,91.215,,,,
2500,58.18,102.155,,,,
2501,58.185,126.425,,,,
2502,59.32,107.24,,,,
2503,57.34,81.85,,,,
2504,54.18,71.46,,,,
2505,47.43,71.355,,,,
2506,30.91,59.905,,,,
2507,19.055,23.37,,,,
2508,17.365,7.035,,,,
2509,27.11,35.075,,,,
2510,44.905,39.64,,,,
2511,51.285,71.135,,,,
2512,97.455,89.58,,,,
2513,117.59,104.455,,,,
2514,136.825,104.7,,,,
2515,129.74,96.67,,,,
2516,113.565,90.28,,,,
2517,102.52,76.655,,,,
2518,98.355,56.49,,,,
2519,93.02,51.755,,,,
2520,89.755,51.29,,,,
2521,90.32,50.545,,,,
2522,89.15,58.205,,,,
2523,96.895,66.35,,,,
2524,119.765,77.545,,,,
2525,163.19,86.53,,,,
2526,153.78,92.345,,,,
2527,112.61,89.745,,,,
2528,91.805,80.905,,,,
2529,83.185,74.645,,,,
2530,73.65,71.395,,,,
2531,66.33,65.865,,,,
2532,55.07,64.08,,,,
2533,50.95,67.11,,,,
2534,51.875,73.865,,,,
2535,72.225,87.765,,,,
2536,94.415,101.255,,,,
2537,109.865,115.44,,,,
2538,108.835,127.71,,,,
2539,99.895,118.355,,,,
2540,87.835,110.035,,,,
2541,71.585,104.725,,,,
2542,53.37,99.75,,,,
2543,51.045,97.49,,,,
2544,50.5,95.155,,,,
2545,50.645,96.25,,,,
2546,57.165,95.655,,,,
2547,65.235,98.625,,,,
2548,89.295,124.64,,,,
2549,104.98,166.525,,,,
2550,114.57,175.645,,,,
2551,99.4,133.62,,,,
2552,78.49,109.755,,,,
2553,70.525,98.75,,,,
2554,64.41,90.15,,,,
2555,58.785,88.49,,,,
2556,56.105,83.315,,,,
2557,58.95,83.3,,,,
2558,65.585,88.38,,,,
2559,84.47,90.495,,,,
2560,97.755,112.77,,,,
2561,114.23,144.305,,,,
2562,127.66,156.34,,,,
2563,117.995,132.155,,,,
2564,97.95,110.93,,,,
2565,90.5,98.485,,,,
2566,93.475,98.57,,,,
2567,90.69,94.745,,,,
2568,90.635,94.815,,,,
2569,90.675,94.525,,,,
2570,91.32,95.08,,,,
2571,94.105,96.485,,,,
2572,119.25,121.1,,,,
2573,146.805,147.86,,,,
2574,144.5,143.035,,,,
2575,104.36,117.555,,,,
2576,76.95,98.05,,,,
2577,38,87.65,,,,
2578,-9.81,78.84,,,,
2579,-59.07,76.05,,,,
2580,-62.885,71.12,,,,
2581,-38.075,70.735,,,,
2582,25,72.37,,,,
2583,73.28,87.635,,,,
2584,97.09,101.12,,,,
2585,132.555,127.85,,,,
2586,149.14,134.405,,,,
2587,126.44,120.1,,,,
2588,104.47,97.845,,,,
2589,94.735,88.13,,,,
2590,96.01,85.73,,,,
2591,90.885,76.775,,,,
2592,92.645,73.46,,,,
2593,91.37,71.92,,,,
2594,93.395,72.63,,,,
2595,97.24,76.2,,,,
2596,121.585,94.05,,,,
2597,149.965,104.34,,,,
2598,137.945,106.5,,,,
2599,115.58,86.2,,,,
2600,96.045,65.1,,,,
2601,86.325,21.35,,,,
2602,80.915,-29.095,,,,
2603,78.855,-92.1,,,,
2604,76.08,-97.755,,,,
2605,75.1,-75.05,,,,
2606,78.665,-13.5,,,,
2607,92.31,58.425,,,,
2608,111.51,75.335,,,,
2609,133.85,91.17,,,,
2610,137.985,96.06,,,,
2611,122.58,93.075,,,,
2612,107.445,86.385,,,,
2613,97.61,81.615,,,,
2614,87.08,79.64,,,,
2615,75.465,75.42,,,,
2616,73.04,76.265,,,,
2617,71.445,75.81,,,,
2618,68.265,78.415,,,,
2619,72.45,82.145,,,,
2620,84.655,94.83,,,,
2621,101.175,105.29,,,,
2622,105.35,104.7,,,,
2623,87.275,94.55,,,,
2624,81.68,74.37,,,,
2625,66.495,65.66,,,,
2626,45.885,52.965,,,,
2627,27.45,42.805,,,,
2628,24.95,41.81,,,,
2629,29.95,41.335,,,,
2630,40.115,58.545,,,,
2631,74.145,76.045,,,,
2632,91.35,96.365,,,,
2633,101.42,110.89,,,,
2634,103.845,119.115,,,,
2635,103,113.04,,,,
2636,91.485,104.505,,,,
2637,86.035,99.18,,,,
2638,80.795,93.375,,,,
2639,75.985,82.545,,,,
2640,76.055,84.305,,,,
2641,75.035,81.2,,,,
2642,75.515,78.24,,,,
2643,78.8,80.995,,,,
2644,80.755,87.82,,,,
2645,87.52,96.57,,,,
2646,90.67,95.315,,,,
2647,72.53,78.685,,,,
2648,60.605,65.04,,,,
2649,39.72,32.095,,,,
2650,18.95,15.565,,,,
2651,6,18.95,,,,
2652,32.42,23.105,,,,
2653,42.495,24.985,,,,
2654,57.795,40.95,,,,
2655,71.665,70.47,,,,
2656,88.355,92.49,,,,
2657,105.635,114.13,,,,
2658,110.835,119.605,,,,
2659,106.92,116.87,,,,
2660,102.525,104.755,,,,
2661,92.5,99.48,,,,
2662,96.36,89.84,,,,
2663,83.915,86.765,,,,
2664,82.26,87.39,,,,
2665,76.9,86.675,,,,
2666,75.26,85.585,,,,
2667,76.195,90.545,,,,
2668,77.165,101.88,,,,
2669,77.175,119.18,,,,
2670,74.695,117.05,,,,
2671,70.75,91.525,,,,
2672,53.1,77.06,,,,
2673,12.98,58.65,,,,
2674,5.72,47.255,,,,
2675,1.505,43.62,,,,
2676,0.545,67.09,,,,
2677,12.34,74.225,,,,
2678,34.405,81.245,,,,
2679,71.6,87.83,,,,
2680,92.895,108.53,,,,
2681,114.275,134.035,,,,
2682,117.81,142.795,,,,
2683,108.045,127.08,,,,
2684,103.18,113.335,,,,
2685,99.055,99.72,,,,
2686,82.44,99.595,,,,
2687,80.815,92.175,,,,
2688,80.265,90.47,,,,
2689,78.16,87.41,,,,
2690,77.435,86.495,,,,
2691,85.775,92.9,,,,
2692,109.27,104.67,,,,
2693,131.61,135.05,,,,
2694,126.23,114.87,,,,
2695,111.985,94.38,,,,
2696,95.13,80.875,,,,
2697,90.125,62.705,,,,
2698,83.19,56.14,,,,
2699,83.07,44.13,,,,
2700,75.62,41.75,,,,
2701,72.175,56.52,,,,
2702,79.055,72.465,,,,
2703,89.23,94.54,,,,
2704,110.75,112.285,,,,
2705,135.345,129.605,,,,
2706,145.53,130.64,,,,
2707,128.11,113.51,,,,
2708,108.215,100.675,,,,
2709,98.92,95.595,,,,
2710,94.16,84.125,,,,
2711,92.645,79.935,,,,
2712,92.625,78.985,,,,
2713,88.77,74.52,,,,
2714,89.075,73.94,,,,
2715,97.195,83.095,,,,
2716,120.52,103.68,,,,
2717,155.19,114.9,,,,
2718,135.605,120.985,,,,
2719,98.74,104.31,,,,
2720,79.045,92.855,,,,
2721,70.765,92.82,,,,
2722,55.85,79.985,,,,
2723,51.575,70.75,,,,
2724,46.25,62.995,,,,
2725,46.285,65.14,,,,
2726,65.445,72.105,,,,
2727,78.615,86,,,,
2728,96.36,96.205,,,,
2729,122.67,114.785,,,,
2730,132.54,129.7,,,,
2731,121.99,122.535,,,,
2732,109.7,107.455,,,,
2733,104.755,95.45,,,,
2734,89.525,91.75,,,,
2735,83.195,89.3,,,,
2736,85.44,88.33,,,,
2737,82.565,83.82,,,,
2738,83.065,83.1,,,,
2739,89.42,90.525,,,,
2740,108.96,111.085,,,,
2741,117.955,130.05,,,,
2742,120.985,123.47,,,,
2743,93.85,95.6,,,,
2744,86.565,77.815,,,,
2745,88.415,71.24,,,,
2746,75.965,54.41,,,,
2747,70.57,46.1,,,,
2748,63.5,39.28,,,,
2749,69.115,40.94,,,,
2750,78.1,60.82,,,,
2751,92.1,73.665,,,,
2752,100.04,93.325,,,,
2753,121.555,124.365,,,,
2754,139.2,142.545,,,,
2755,131.02,127.705,,,,
2756,114.265,113.175,,,,
2757,105.29,103.855,,,,
2758,95.31,89.185,,,,
2759,90.235,82.05,,,,
2760,87.64,84.6,,,,
2761,85.96,83.28,,,,
2762,85.885,85.215,,,,
2763,95.39,91.09,,,,
2764,108.715,109.335,,,,
2765,134.375,121.985,,,,
2766,123.49,115.53,,,,
2767,97.425,93.54,,,,
2768,85.305,89.245,,,,
2769,61.6,86.075,,,,
2770,62.01,80.19,,,,
2771,58.65,81.64,,,,
2772,54.79,76.685,,,,
2773,63.82,81.385,,,,
2774,75.61,84.965,,,,
2775,87.91,95.115,,,,
2776,101.98,109.225,,,,
2777,117.805,138.36,,,,
2778,130.465,145.765,,,,
2779,114.215,127.32,,,,
2780,97.575,108.165,,,,
2781,88.27,104.42,,,,
2782,90.95,98.705,,,,
2783,83.485,94.47,,,,
2784,82.275,91.71,,,,
2785,82.925,91.63,,,,
2786,84.96,90.755,,,,
2787,89.415,94.79,,,,
2788,103.38,101.47,,,,
2789,113.935,110.895,,,,
2790,111.395,102.405,,,,
2791,100.855,82.005,,,,
2792,96.695,63.31,,,,
2793,89.535,26.715,,,,
2794,86.175,25.065,,,,
2795,80.89,24.99,,,,
2796,77.755,22.45,,,,
2797,79.09,30,,,,
2798,81.165,50.84,,,,
2799,89.84,84.285,,,,
2800,104.395,99.95,,,,
2801,124.325,116.905,,,,
2802,130.995,116.135,,,,
2803,116.475,100,,,,
2804,104.31,89.85,,,,
2805,96.87,81.015,,,,
2806,102.94,79.21,,,,
2807,98.515,69.555,,,,
2808,95.8,64.975,,,,
2809,95.93,61.665,,,,
2810,92.69,60.2,,,,
2811,92.62,60.905,,,,
2812,94.66,61.585,,,,
2813,94.22,61.955,,,,
2814,92.74,63.33,,,,
2815,83.935,59.805,,,,
2816,69.805,48.245,,,,
2817,50.65,34.7,,,,
2818,41.13,19.9,,,,
2819,37.635,14.575,,,,
2820,33.1,12.54,,,,
2821,34.525,17.915,,,,
2822,51,33.59,,,,
2823,78.335,49.715,,,,
2824,95.365,70.1,,,,
2825,119.04,94.28,,,,
2826,115.695,101.255,,,,
2827,102.5,101.45,,,,
2828,95.735,94.46,,,,
2829,87.615,86.21,,,,
2830,77.835,89.37,,,,
2831,68.615,84.305,,,,
2832,63.99,82.515,,,,
2833,59.175,83.54,,,,
2834,57.015,88.01,,,,
2835,57.115,92.44,,,,
2836,47.88,101.155,,,,
2837,41.05,111.55,,,,
2838,37.465,108.075,,,,
2839,24.49,90.815,,,,
2840,5.53,80.88,,,,
2841,-38.915,64.515,,,,
2842,-80.9,58.565,,,,
2843,-61.445,51.645,,,,
2844,-49.98,49.24,,,,
2845,-25.895,52.3,,,,
2846,-4.71,63.84,,,,
2847,35.275,77.105,,,,
2848,65.37,91.3,,,,
2849,94.135,134.09,,,,
2850,101.045,152.265,,,,
2851,100.38,113.405,,,,
2852,94.665,101.215,,,,
2853,87.825,94.98,,,,
2854,86.525,87.59,,,,
2855,79.975,81.345,,,,
2856,77.21,79.215,,,,
2857,77.29,78.325,,,,
2858,81.64,77.94,,,,
2859,85.065,83.45,,,,
2860,93.385,89.865,,,,
2861,105.85,91.83,,,,
2862,98.345,84.1,,,,
2863,88.11,63.855,,,,
2864,74.43,44.88,,,,
2865,52.075,1.89,,,,
2866,44.765,-35.795,,,,
2867,31.345,-22.46,,,,
2868,31.14,-11.045,,,,
2869,38.37,9.89,,,,
2870,61.965,29.07,,,,
2871,79.58,68.045,,,,
2872,98.18,96.08,,,,
2873,136.555,118.235,,,,
2874,156.815,126.97,,,,
2875,114.265,105.175,,,,
2876,102.38,98.56,,,,
2877,95.5,95.255,,,,
2878,87.19,93.335,,,,
2879,78.6,89.895,,,,
2880,76.675,88.295,,,,
2881,75.375,86.3,,,,
2882,75.325,78.25,,,,
2883,84.51,81.5,,,,
2884,102.475,83.9,,,,
2885,114.54,99,,,,
2886,114.175,88.09,,,,
2887,100.35,58.95,,,,
2888,88.885,44.845,,,,
2889,76.925,11.62,,,,
2890,63.235,-24.015,,,,
2891,53.42,-82.655,,,,
2892,49.565,-85,,,,
2893,50.555,-25.405,,,,
2894,65.67,23.725,,,,
2895,79.975,46.17,,,,
2896,101.79,86.93,,,,
2897,123.36,114.555,,,,
2898,135.895,129.26,,,,
2899,110.92,110.86,,,,
2900,102.01,99.5,,,,
2901,98.965,93.52,,,,
2902,92.21,79.74,,,,
2903,91.26,68.35,,,,
2904,91.035,61.65,,,,
2905,88.95,60.15,,,,
2906,82.685,57.76,,,,
2907,92.545,64.095,,,,
2908,101.975,90.02,,,,
2909,116.23,103.71,,,,
2910,102.55,109.575,,,,
2911,63.4,77.22,,,,
2912,45.08,52.855,,,,
2913,19.705,44.48,,,,
2914,-12.62,40.835,,,,
2915,-82,36.35,,,,
2916,-87.85,43.11,,,,
2917,-21,40.98,,,,
2918,26.245,46.345,,,,
2919,49.655,82.215,,,,
2920,82.45,103.575,,,,
2921,114.55,117.2,,,,
2922,139.015,131.43,,,,
2923,114.45,114.845,,,,
2924,98.96,106.51,,,,
2925,88.795,102.065,,,,
2926,80.09,101.325,,,,
2927,72.725,93.285,,,,
2928,66.5,90.485,,,,
2929,66.59,87.9,,,,
2930,64.23,82.685,,,,
2931,71.565,88.545,,,,
2932,89.24,100.085,,,,
2933,104.49,107.425,,,,
2934,101.95,108.705,,,,
2935,67.935,105.05,,,,
2936,40,82.555,,,,
2937,29.8,76.645,,,,
2938,26.635,69.21,,,,
2939,19.83,46.32,,,,
2940,28.295,40.675,,,,
2941,28.495,55.36,,,,
2942,42.07,72.65,,,,
2943,82.145,83.37,,,,
2944,100.545,92.675,,,,
2945,111.465,110.05,,,,
2946,120.245,128.875,,,,
2947,105.37,117.085,,,,
2948,97.06,103.465,,,,
2949,91.18,92.255,,,,
2950,93.25,93.675,,,,
2951,82.87,88.715,,,,
2952,79.245,86.79,,,,
2953,78.755,87.41,,,,
2954,73.245,88.73,,,,
2955,77.26,98.13,,,,
2956,88.77,97.75,,,,
2957,98.07,106.825,,,,
2958,100.66,97.98,,,,
2959,95.4,83.375,,,,
2960,79.01,65.585,,,,
2961,70.415,55.39,,,,
2962,66.515,47.48,,,,
2963,67,37.115,,,,
2964,67.975,35.015,,,,
2965,70.9,41.575,,,,
2966,77.585,70.175,,,,
2967,84.845,88.745,,,,
2968,96.625,104.33,,,,
2969,108.77,118.345,,,,
2970,119.39,126.19,,,,
2971,115.79,110.515,,,,
2972,102.835,99.19,,,,
2973,103.485,90.99,,,,
2974,97.44,94.68,,,,
2975,91.35,87.635,,,,
2976,88.145,84.515,,,,
2977,86.37,84.09,,,,
2978,86.615,81.795,,,,
2979,91.315,86.51,,,,
2980,91.6,90.755,,,,
2981,91.845,93.925,,,,
2982,85.595,79.45,,,,
2983,77.805,58.505,,,,
2984,61.85,46.46,,,,
2985,52.8,36.07,,,,
2986,47.63,36.015,,,,
2987,35.1,38.66,,,,
2988,31.67,38.965,,,,
2989,44.655,40.49,,,,
2990,68.17,45.58,,,,
2991,86.75,65.935,,,,
2992,100.02,102.68,,,,
2993,113.105,111.4,,,,
2994,123.625,124.945,,,,
2995,107.5,120.905,,,,
2996,98.19,111.03,,,,
2997,90,108.775,,,,
2998,110.785,94.785,,,,
2999,102.735,91.16,,,,
3000,99.075,89.945,,,,
3001,87.47,87.585,,,,
3002,85.395,86.18,,,,
3003,86.175,89.605,,,,
3004,85.195,105.16,,,,
3005,79.1,115.555,,,,
3006,65.09,98.335,,,,
3007,52.515,91.235,,,,
3008,37.96,81.765,,,,
3009,27.4,73.22,,,,
3010,26.125,69.435,,,,
3011,27.48,64.24,,,,
3012,22.015,63.4,,,,
3013,19.95,73.97,,,,
3014,30.185,77.485,,,,
3015,57.17,94.15,,,,
3016,95.775,108.45,,,,
3017,113.1,122.61,,,,
3018,115.615,126.655,,,,
3019,117.75,109.025,,,,
3020,115.245,98.85,,,,
3021,96.75,88.4,,,,
3022,100.48,102.72,,,,
3023,91.35,95.685,,,,
3024,89.885,92.46,,,,
3025,84.73,83.865,,,,
3026,83.39,83.71,,,,
3027,89.21,83.645,,,,
3028,108.205,93.045,,,,
3029,124.98,101.155,,,,
3030,106.255,96.475,,,,
3031,94.6,85.285,,,,
3032,86.795,75.535,,,,
3033,78.935,64.875,,,,
3034,74.555,54.58,,,,
3035,71.445,53.375,,,,
3036,73.715,46.445,,,,
3037,81.39,44.405,,,,
3038,82.17,67.985,,,,
3039,97.525,83.135,,,,
3040,112.01,99.42,,,,
3041,134.54,122.275,,,,
3042,133.66,124.055,,,,
3043,115.665,121.02,,,,
3044,107.23,112.845,,,,
3045,99.21,91.505,,,,
3046,88.845,103.975,,,,
3047,83.445,93.705,,,,
3048,80.955,91.45,,,,
3049,82.815,85.815,,,,
3050,83.49,82.26,,,,
3051,86.445,85.455,,,,
3052,103.785,105.985,,,,
3053,119.605,119.585,,,,
3054,115.27,114.72,,,,
3055,102.44,100.255,,,,
3056,101.95,92.81,,,,
3057,94.365,86.6,,,,
3058,94.22,73.33,,,,
3059,82.275,66.015,,,,
3060,72.845,66.36,,,,
3061,65.255,68.945,,,,
3062,80.02,76.14,,,,
3063,91.995,88.395,,,,
3064,108.095,102.3,,,,
3065,121.08,126.215,,,,
3066,128.925,133.875,,,,
3067,116.52,122.325,,,,
3068,103.185,109.14,,,,
3069,86.47,103.045,,,,
3070,92.335,91.78,,,,
3071,88.735,87.79,,,,
3072,87.845,84.8,,,,
3073,85.915,82.89,,,,
3074,84.055,80.38,,,,
3075,84.795,84.505,,,,
3076,107.555,97.79,,,,
3077,120.415,102.8,,,,
3078,125.76,89.76,,,,
3079,105.37,68.3,,,,
3080,99.425,62.605,,,,
3081,94.205,56.52,,,,
3082,81.53,65.44,,,,
3083,77.44,55.83,,,,
3084,76.925,48,,,,
3085,77.375,40.505,,,,
3086,86.54,42.675,,,,
3087,90.47,79.2,,,,
3088,107.39,98.17,,,,
3089,128.125,109.235,,,,
3090,142.9,120.25,,,,
3091,128.405,112.915,,,,
3092,108.065,98.54,,,,
3093,100.995,89.965,,,,
3094,93.8,96.355,,,,
3095,92.5,91.075,,,,
3096,90.5,87.085,,,,
3097,88.745,84.595,,,,
3098,84.285,85.05,,,,
3099,89.87,89.495,,,,
3100,97,102.675,,,,
3101,107.25,108.505,,,,
3102,104.82,114.325,,,,
3103,78.76,85.77,,,,
3104,59.255,62.97,,,,
3105,57.365,51.985,,,,
3106,51.94,48.79,,,,
3107,47.115,46.525,,,,
3108,46.955,45.92,,,,
3109,42.255,56.745,,,,
3110,38.635,82.26,,,,
3111,84.33,89.85,,,,
3112,101.595,106.625,,,,
3113,121.96,123.43,,,,
3114,126.73,153.66,,,,
3115,116.615,133.23,,,,
3116,103.2,111.3,,,,
3117,95.83,100.105,,,,
3118,98.21,92.995,,,,
3119,91.32,88.89,,,,
3120,87.815,87.55,,,,
3121,86.5,89.195,,,,
3122,86.48,86.05,,,,
3123,94.04,91.16,,,,
3124,103.825,94,,,,
3125,112.22,98.985,,,,
3126,116.57,97.83,,,,
3127,87.3,70.385,,,,
3128,60.86,56.6,,,,
3129,50.245,51.775,,,,
3130,37.775,38.915,,,,
3131,32.1,15.185,,,,
3132,31.295,22.855,,,,
3133,44.09,30.1,,,,
3134,70.32,37.97,,,,
3135,86.095,70.04,,,,
3136,99.94,96.34,,,,
3137,115.375,116.51,,,,
3138,141.01,120.4,,,,
3139,124.055,104.355,,,,
3140,103.03,96.135,,,,
3141,94.065,83.115,,,,
3142,95.45,80.765,,,,
3143,89.565,70.955,,,,
3144,86.97,66.28,,,,
3145,89.325,64.5,,,,
3146,87.79,66.95,,,,
3147,88.485,68.73,,,,
3148,86.45,63.17,,,,
3149,79.43,65.875,,,,
3150,71.065,69.945,,,,
3151,47.9,55.25,,,,
3152,32.5,37.655,,,,
3153,-5.74,4.24,,,,
3154,-37.845,-45.065,,,,
3155,-82.465,-67.95,,,,
3156,-45,-62.105,,,,
3157,-13.63,-19.685,,,,
3158,13.65,25.415,,,,
3159,52.145,46.32,,,,
3160,76.595,65.735,,,,
3161,97.725,93.57,,,,
3162,113.3,102.93,,,,
3163,101.895,87.91,,,,
3164,94.12,73.975,,,,
3165,84.77,67.62,,,,
3166,82.685,66.015,,,,
3167,74.77,62.185,,,,
3168,68.51,60.34,,,,
3169,62.185,60.525,,,,
3170,64.76,61.885,,,,
