hours,Price,Price,,,,
4423,90.2,49.155,,,,
4424,80.66,11.82,,,,
4425,64.93,-12.805,,,,
4426,44.955,-27.55,,,,
4427,40,-57.355,,,,
4428,28.07,-63,,,,
4429,27.36,-20.39,,,,
4430,28.285,16.475,,,,
4431,59.135,31.25,,,,
4432,92.9,55.93,,,,
4433,108.08,93.53,,,,
4434,136.14,126.365,,,,
4435,113.955,138.68,,,,
4436,104.55,113.7,,,,
4437,92.13,92.68,,,,
4438,75.06,68.24,,,,
4439,59.5,57.56,,,,
4440,49.375,49.155,,,,
4441,46.525,43.635,,,,
4442,46.22,35.24,,,,
4443,50.86,36.96,,,,
4444,72.5,48.305,,,,
4445,80.54,61.77,,,,
4446,78.855,69.025,,,,
4447,66.6,50.48,,,,
4448,42.21,38.2,,,,
4449,25.345,19.935,,,,
4450,-6.73,0.055,,,,
4451,-34.285,-0.275,,,,
4452,-40.78,-3.135,,,,
4453,2.025,-2.38,,,,
4454,18.38,-0.775,,,,
4455,33.82,28.035,,,,
4456,48.99,78.25,,,,
4457,80.085,97.76,,,,
4458,128.87,125.37,,,,
4459,141.54,127.45,,,,
4460,110.185,113.68,,,,
4461,90.125,100.09,,,,
4462,63.77,88.57,,,,
4463,54.875,75.03,,,,
4464,50.8,70.67,,,,
4465,45.835,63.2,,,,
4466,44.67,60.415,,,,
4467,48.325,54.7,,,,
4468,57.49,59.84,,,,
4469,70.075,65.77,,,,
4470,73.415,64.125,,,,
4471,55.175,55.485,,,,
4472,43.48,42.21,,,,
4473,39.77,28.675,,,,
4474,37.5,11.11,,,,
4475,33.01,8.245,,,,
4476,32.105,-1.175,,,,
4477,33.085,-16.28,,,,
4478,41.13,-2.17,,,,
4479,53.485,24.555,,,,
4480,79.625,46.49,,,,
4481,116.395,58.45,,,,
4482,149.6,91.245,,,,
4483,134.89,92.345,,,,
4484,111.46,78.02,,,,
4485,93.425,66.95,,,,
4486,92.895,57.23,,,,
4487,79.01,51.865,,,,
4488,74.455,48.64,,,,
4489,64.97,44.5,,,,
4490,61.505,43.38,,,,
4491,51.155,45.59,,,,
4492,45.175,47.42,,,,
4493,45.3,54.6,,,,
4494,43.58,53.265,,,,
4495,38.02,42.59,,,,
4496,25.45,36.95,,,,
4497,8.645,33.1,,,,
4498,-1.815,30.625,,,,
4499,-29.37,21.975,,,,
4500,-32.91,21.99,,,,
4501,-38.305,26.985,,,,
4502,-15.77,37.005,,,,
4503,16.845,44.205,,,,
4504,48.65,76.775,,,,
4505,59.245,114.145,,,,
4506,67.685,142.805,,,,
4507,71.225,132.355,,,,
4508,74.095,115.855,,,,
4509,65.42,99.21,,,,
4510,54.95,90.97,,,,
4511,51.045,84.305,,,,
4512,50.75,81.635,,,,
4513,47.73,81.59,,,,
4514,48.185,81.34,,,,
4515,48.61,83.36,,,,
4516,47.37,97.21,,,,
4517,45.61,104.295,,,,
4518,42.835,92.5,,,,
4519,35.235,76.95,,,,
4520,25.01,57.55,,,,
4521,18.585,42.65,,,,
4522,16.02,31.415,,,,
4523,7.185,11.935,,,,
4524,11.925,16.935,,,,
4525,21.475,38.635,,,,
4526,33.345,62.16,,,,
4527,40.405,82.385,,,,
4528,81.485,104.41,,,,
4529,104.26,127.995,,,,
4530,125.525,188.885,,,,
4531,130.575,151.045,,,,
4532,123.28,121.725,,,,
4533,108.23,103.9,,,,
4534,97.08,105.565,,,,
4535,89.325,96.405,,,,
4536,83.8,94.4,,,,
4537,84.265,89.49,,,,
4538,84.4,88.1,,,,
4539,92.28,92.93,,,,
4540,115.37,98.31,,,,
4541,126.94,95.67,,,,
4542,117.755,88.985,,,,
4543,97.905,72.05,,,,
4544,79.74,53.375,,,,
4545,65.175,41.9,,,,
4546,58.995,33.82,,,,
4547,50.635,21.78,,,,
4548,43.965,24.595,,,,
4549,46.185,33.165,,,,
4550,71.49,61.145,,,,
4551,85.545,80.935,,,,
4552,111.745,102.95,,,,
4553,150.245,132.905,,,,
4554,212.45,137.565,,,,
4555,174.65,121.39,,,,
4556,138.175,109.755,,,,
4557,112.79,109.8,,,,
4558,113.05,106.195,,,,
4559,103.155,90.95,,,,
4560,96.05,94.65,,,,
4561,91.355,84.12,,,,
4562,88.07,76.705,,,,
4563,93.525,85.22,,,,
4564,100.56,102.055,,,,
4565,106.85,117.545,,,,
4566,106.325,118.135,,,,
4567,86.06,101.44,,,,
4568,69.1,85.14,,,,
4569,52.605,73.57,,,,
4570,29.975,66.49,,,,
4571,13.945,54.04,,,,
4572,17.17,42.59,,,,
4573,35.585,27.05,,,,
4574,58.66,40.445,,,,
4575,86.985,62.47,,,,
4576,107.745,100.87,,,,
4577,142.575,132.605,,,,
4578,151.575,146.445,,,,
4579,121.385,165.29,,,,
4580,103.195,137.98,,,,
4581,101.515,113.625,,,,
4582,99.185,110.16,,,,
4583,85.45,97.47,,,,
4584,92.5,91.06,,,,
4585,79.195,88.835,,,,
4586,68.75,87.275,,,,
4587,70.66,90.025,,,,
4588,85.795,103.33,,,,
4589,109.985,113.245,,,,
4590,111,113.05,,,,
4591,93.63,97.265,,,,
4592,74,86.19,,,,
4593,53.27,69.445,,,,
4594,27.825,48,,,,
4595,14.435,34.64,,,,
4596,8.575,37.195,,,,
4597,-4.535,55.53,,,,
4598,2.365,65.06,,,,
4599,52.565,86.92,,,,
4600,82.245,102.995,,,,
4601,100.565,129.275,,,,
4602,117.475,169.07,,,,
4603,137.855,148.13,,,,
4604,119.67,120.15,,,,
4605,103.735,100.86,,,,
4606,100.415,99.385,,,,
4607,82.68,87.69,,,,
4608,78,85.3,,,,
4609,76.785,81.035,,,,
4610,77.29,76.9,,,,
4611,85.2,77.685,,,,
4612,104.845,94.17,,,,
4613,111.69,110.745,,,,
4614,112.125,112.77,,,,
4615,89.705,100.09,,,,
4616,84.455,86.145,,,,
4617,73.695,68.135,,,,
4618,66.5,44.26,,,,
4619,47.23,33.45,,,,
4620,45.375,32.39,,,,
4621,48.98,33.76,,,,
4622,68.185,38.705,,,,
4623,82.17,73.46,,,,
4624,90.485,86.33,,,,
4625,116.745,99.015,,,,
4626,154.06,104.775,,,,
4627,149.695,110.1,,,,
4628,125.165,106.075,,,,
4629,108.205,96.675,,,,
4630,100.65,97.46,,,,
4631,90.37,80.33,,,,
4632,82.575,75.125,,,,
4633,79.06,56.545,,,,
4634,78.2,54.45,,,,
4635,77.185,59.865,,,,
4636,90.025,66.665,,,,
4637,97.745,69.22,,,,
4638,95.245,72.85,,,,
4639,91.46,55.475,,,,
4640,84.5,46.63,,,,
4641,78.65,40.02,,,,
4642,76.9,37.495,,,,
4643,71.955,20.76,,,,
4644,73.48,15.76,,,,
4645,76.645,17.775,,,,
4646,75.78,35.51,,,,
4647,76.955,42.69,,,,
4648,86.42,59.185,,,,
4649,101.285,83.965,,,,
4650,100.8,102.98,,,,
4651,102.5,106.905,,,,
4652,90.44,104.15,,,,
4653,79.56,92.545,,,,
4654,80.535,95.03,,,,
4655,63.47,79.85,,,,
4656,50.2,70.055,,,,
4657,28.975,61.285,,,,
4658,24.94,58.985,,,,
4659,22.455,56,,,,
4660,25.5,55.85,,,,
4661,25.285,51.84,,,,
4662,28.275,42.62,,,,
4663,19.19,40.885,,,,
4664,4.88,29.355,,,,
4665,0.02,15.92,,,,
4666,-0.015,7.19,,,,
4667,-2.57,-2.215,,,,
4668,-7.92,-0.834999999999994,,,,
4669,-5.725,13.035,,,,
4670,-1.605,29.045,,,,
4671,2.69,38.195,,,,
4672,48.76,62.755,,,,
4673,65.355,96.855,,,,
4674,82.27,111.4,,,,
4675,80.195,109.015,,,,
4676,81.15,100.67,,,,
4677,69.595,83.51,,,,
4678,73.05,75.35,,,,
4679,41.515,60.37,,,,
4680,28.505,48.975,,,,
4681,22.18,45.975,,,,
4682,18.915,53.44,,,,
4683,18.285,54.295,,,,
4684,13.835,66.75,,,,
4685,2.14,76.4,,,,
4686,-4.88,59.59,,,,
4687,-8.94,38.89,,,,
4688,-20.5,20.475,,,,
4689,-33.48,6.075,,,,
4690,-56.585,0.31,,,,
4691,-69.53,-0.5,,,,
4692,-73.805,-1.26,,,,
4693,-51.35,1.72,,,,
4694,-24.755,20.535,,,,
4695,-4.475,41.03,,,,
4696,34.28,88.475,,,,
4697,88.895,135.52,,,,
4698,106.01,151.41,,,,
4699,108.015,111.98,,,,
4700,110.23,88.06,,,,
4701,97.435,76,,,,
4702,83.025,64.815,,,,
4703,67.15,38.925,,,,
4704,61.04,25.675,,,,
4705,61,18.065,,,,
4706,70.93,18.07,,,,
4707,74.05,23.305,,,,
4708,100,35.23,,,,
4709,103.7,34.74,,,,
4710,98.365,33.06,,,,
4711,74.82,-2.29,,,,
4712,41.015,-11.5,,,,
4713,23.575,-18.5,,,,
4714,-26.005,-31.92,,,,
4715,-3.785,-37.765,,,,
4716,-5.76,-41.915,,,,
4717,1.765,-30.575,,,,
4718,20.525,-20.025,,,,
4719,67.44,8.23,,,,
4720,87.455,45.965,,,,
4721,143.335,89.565,,,,
4722,160.425,110.295,,,,
4723,132.295,111.34,,,,
4724,109.185,110.05,,,,
4725,95.31,96.32,,,,
4726,86.125,87.01,,,,
4727,65.58,69.29,,,,
4728,57.96,63.075,,,,
4729,52.835,60.28,,,,
4730,54.67,61.52,,,,
4731,67.81,65.355,,,,
4732,81.28,88.225,,,,
4733,90.15,88.66,,,,
4734,93.085,106.6,,,,
4735,47.7,83.655,,,,
4736,35.51,52.51,,,,
4737,30,38.825,,,,
4738,32.455,-9.56,,,,
4739,29.51,7.99,,,,
4740,28.615,0.945,,,,
4741,29.96,7.14,,,,
4742,32.2,20.065,,,,
4743,59.465,60.41,,,,
4744,93.325,75.51,,,,
4745,128.68,102.265,,,,
4746,154.685,144.61,,,,
4747,139.445,133.53,,,,
4748,122.755,120.625,,,,
4749,98.6,101.305,,,,
4750,97.855,94.96,,,,
4751,87.06,76.67,,,,
4752,85.06,71.725,,,,
4753,82.805,73.74,,,,
4754,82.33,75.29,,,,
4755,86.205,89.4,,,,
4756,93.645,102,,,,
4757,108.555,103.69,,,,
4758,111.29,103.61,,,,
4759,88.97,82.65,,,,
4760,73.91,69.42,,,,
4761,61.97,59.065,,,,
4762,55.375,55.425,,,,
4763,45.995,51.99,,,,
4764,37.61,52.66,,,,
4765,38.47,59.955,,,,
4766,56.18,71.495,,,,
4767,69.77,90.05,,,,
4768,89.915,109.39,,,,
4769,110.72,149.31,,,,
4770,154.12,200.01,,,,
4771,132.665,170.47,,,,
4772,115.18,129.61,,,,
4773,96.635,107.05,,,,
4774,94.26,99.215,,,,
4775,87.395,90.78,,,,
4776,80.165,88.615,,,,
4777,79.2,86.63,,,,
4778,79.76,87.43,,,,
4779,87.05,92.155,,,,
4780,105.915,104.065,,,,
4781,106.505,112.83,,,,
4782,104.335,107.64,,,,
4783,89.385,90.665,,,,
4784,75.56,79.38,,,,
4785,61.895,70.405,,,,
4786,52.325,61.175,,,,
4787,46.99,53.185,,,,
4788,51.07,50.07,,,,
4789,62.02,52.95,,,,
4790,71.745,68.615,,,,
4791,85.78,77.065,,,,
4792,99.04,93.025,,,,
4793,128.47,115.425,,,,
4794,178.085,153.375,,,,
4795,156.96,121.83,,,,
4796,120.98,110.725,,,,
4797,105.83,96.385,,,,
4798,95.11,96.63,,,,
4799,87.76,92.055,,,,
4800,87.09,85.45,,,,
4801,84.835,85.135,,,,
4802,86.94,88.12,,,,
4803,93.23,88.84,,,,
4804,99.59,92.14,,,,
4805,101.835,94.065,,,,
4806,104.595,89.78,,,,
4807,92.26,74.38,,,,
4808,79.14,45.725,,,,
4809,74.535,37.345,,,,
4810,62.925,31.7,,,,
4811,57.405,27.025,,,,
4812,55.705,30.06,,,,
4813,58.465,35.415,,,,
4814,69,38.165,,,,
4815,82.495,68.89,,,,
4816,87.575,93.485,,,,
4817,120.275,117.265,,,,
4818,155.56,140.255,,,,
4819,121.33,124.865,,,,
4820,107.775,124.15,,,,
4821,93.655,100.295,,,,
4822,96.265,94.45,,,,
4823,94.04,93.05,,,,
4824,90.5,88.6,,,,
4825,92.12,90.73,,,,
4826,92.085,89.5,,,,
4827,90.9,98.525,,,,
4828,88.625,81.095,,,,
4829,83.93,75.765,,,,
4830,75.52,87.845,,,,
4831,70.295,61.395,,,,
4832,39.87,44.045,,,,
4833,22.795,44.79,,,,
4834,19.37,40.37,,,,
4835,8.635,38.83,,,,
4836,7.76,37.21,,,,
4837,12.875,36.875,,,,
4838,24.145,36.635,,,,
4839,61.58,69.56,,,,
4840,85.22,82.225,,,,
4841,103.865,110.005,,,,
4842,120.11,126.255,,,,
4843,114.345,123.115,,,,
4844,114.46,108.205,,,,
4845,94.12,92.9,,,,
4846,88.115,106.82,,,,
4847,85.235,94.965,,,,
4848,74.205,88.35,,,,
4849,61.61,89.68,,,,
4850,50.745,85.885,,,,
4851,55.545,83.66,,,,
4852,39.49,98.755,,,,
4853,29.705,103.135,,,,
4854,34.16,98.605,,,,
4855,9.895,88.9,,,,
4856,0.045,62.295,,,,
4857,0,30.395,,,,
4858,-0.015,34.875,,,,
4859,-5.07,21.73,,,,
4860,-8.595,18.47,,,,
4861,-4.77,23.27,,,,
4862,-1.96,34.33,,,,
4863,25.86,67.095,,,,
4864,53.96,82.67,,,,
4865,82.435,99.845,,,,
4866,105.085,121.865,,,,
4867,109.1,128.205,,,,
4868,103.98,106.295,,,,
4869,91.78,96.415,,,,
4870,96.625,85.04,,,,
4871,80.765,76.51,,,,
4872,76.345,69.4,,,,
4873,78.505,50.675,,,,
4874,76.965,42.825,,,,
4875,83.215,42.385,,,,
4876,104.215,52.49,,,,
4877,115.62,59.44,,,,
4878,113.99,56.935,,,,
4879,96.05,43.285,,,,
4880,74.97,34.435,,,,
4881,54.425,29.085,,,,
4882,56.53,18.215,,,,
4883,51.355,11.175,,,,
4884,46.155,6.155,,,,
4885,40.445,11.555,,,,
4886,42.765,21.005,,,,
4887,70.4,37.7,,,,
4888,87.57,54.94,,,,
4889,102.44,81.2,,,,
4890,124.885,102.295,,,,
4891,126.415,97.84,,,,
4892,107.105,100.195,,,,
4893,98.985,92.55,,,,
4894,89.425,80.325,,,,
4895,80.1,74.175,,,,
4896,79.17,70.995,,,,
4897,76.41,72.805,,,,
4898,77.355,78.445,,,,
4899,83.945,80.365,,,,
4900,94.45,97.22,,,,
4901,105,112.045,,,,
4902,105.375,106.375,,,,
4903,90.69,88.93,,,,
4904,75.055,77.29,,,,
4905,65.1,57.355,,,,
4906,38.215,43.725,,,,
4907,29.465,39.81,,,,
4908,27.555,32.445,,,,
4909,36.86,29.905,,,,
4910,60.505,32.77,,,,
4911,79.7,58.58,,,,
4912,85.655,81.97,,,,
4913,100.565,100.92,,,,
4914,118.105,110.205,,,,
4915,110.07,117.02,,,,
4916,105.225,106.625,,,,
4917,95.1,98.055,,,,
4918,90.735,94.275,,,,
4919,83.82,86.875,,,,
4920,79.63,84.925,,,,
4921,76.625,82.305,,,,
4922,82.22,80.275,,,,
4923,80.225,93.37,,,,
4924,97.43,97.58,,,,
4925,113.58,101.515,,,,
4926,109.495,95.64,,,,
4927,89.23,83.44,,,,
4928,76.06,68.16,,,,
4929,55.53,54.475,,,,
4930,42.295,32.13,,,,
4931,35.015,21.93,,,,
4932,27.58,19.53,,,,
4933,26.405,33.6,,,,
4934,40.905,64.305,,,,
4935,64.435,82,,,,
4936,81.915,92.95,,,,
4937,105.905,112.5,,,,
4938,115.685,133.79,,,,
4939,119.64,124.05,,,,
4940,109.815,105.05,,,,
4941,95.33,91.725,,,,
4942,95.455,89.48,,,,
4943,84.945,81.405,,,,
4944,80.45,80.635,,,,
4945,75.49,78.575,,,,
4946,73.49,78.27,,,,
4947,85.565,83.41,,,,
4948,94.75,97.45,,,,
4949,103.765,112.21,,,,
4950,97.64,110.25,,,,
4951,85.55,100.2,,,,
4952,75.94,93.1,,,,
4953,63.76,84.58,,,,
4954,55.38,76.875,,,,
4955,48.685,65.7,,,,
4956,45.8,57.58,,,,
4957,53.46,58.445,,,,
4958,72.64,75.57,,,,
4959,92.5,88.69,,,,
4960,104.915,95.06,,,,
4961,117.115,112.42,,,,
4962,128.98,133.475,,,,
4963,118.965,128.1,,,,
4964,103.32,108.54,,,,
4965,92.04,97.45,,,,
4966,84.815,101.12,,,,
4967,76.545,92.86,,,,
4968,76.57,86.445,,,,
4969,78.35,82.935,,,,
4970,78.46,81.685,,,,
4971,84.76,84.395,,,,
4972,97.2,85.215,,,,
4973,110.655,90.455,,,,
4974,106.775,94.495,,,,
4975,101.335,82.75,,,,
4976,94.13,78.315,,,,
4977,85.595,65.235,,,,
4978,76.255,57.225,,,,
4979,69.7,48.905,,,,
4980,62.825,48.125,,,,
4981,68.295,56.46,,,,
4982,75.57,75.02,,,,
4983,90.515,94.52,,,,
4984,98.28,107.92,,,,
4985,110.815,114.995,,,,
4986,129.375,115.71,,,,
4987,129.53,114.195,,,,
4988,109.33,107.075,,,,
4989,99.77,98.28,,,,
4990,103.485,97.815,,,,
4991,98.615,87.09,,,,
4992,94.03,82.865,,,,
4993,90.235,80.365,,,,
4994,90.88,80.285,,,,
4995,88.61,83.385,,,,
4996,86.395,87.585,,,,
4997,85.16,89.28,,,,
4998,85.24,69.24,,,,
4999,74.045,56.355,,,,
5000,67.665,49.77,,,,
5001,51.825,44.05,,,,
5002,43.12,25.22,,,,
5003,28.945,7.935,,,,
5004,16.485,7.825,,,,
5005,25.78,21.25,,,,
5006,34.275,33.4,,,,
5007,67.05,45.465,,,,
5008,87.805,70.785,,,,
5009,103.56,101.065,,,,
5010,110.805,111.02,,,,
5011,110.625,116.525,,,,
5012,103.935,107.66,,,,
5013,94.805,92.325,,,,
5014,95.75,90.575,,,,
5015,84.745,84.31,,,,
5016,77.705,80.985,,,,
5017,69.66,79.35,,,,
5018,66.075,82.695,,,,
5019,64.47,91.99,,,,
5020,61.435,108.3,,,,
5021,52.225,98.555,,,,
5022,27.655,87.99,,,,
5023,6.66,72.455,,,,
5024,-0.005,43.75,,,,
5025,-10.46,30.15,,,,
5026,-27.62,29.005,,,,
5027,-66.27,18.545,,,,
5028,-74.015,7.035,,,,
5029,-47.33,9.485,,,,
5030,-21.76,11.695,,,,
5031,-6.515,57.11,,,,
5032,22.01,84.15,,,,
5033,82.385,105.59,,,,
5034,96.925,136.025,,,,
5035,99.605,115.46,,,,
5036,94.655,103.665,,,,
5037,76.53,91.19,,,,
5038,69.545,80.41,,,,
5039,62.465,74.545,,,,
5040,57.445,71.995,,,,
5041,51.67,69.305,,,,
5042,52.665,68.49,,,,
5043,73.63,75.97,,,,
5044,104.055,79.11,,,,
5045,97.665,72.975,,,,
5046,89.16,64.115,,,,
5047,74.6,37.79,,,,
5048,43.09,18.755,,,,
5049,32.03,-4.09,,,,
5050,32.535,-10.665,,,,
5051,28.33,-34.235,,,,
5052,29.095,-44.045,,,,
5053,29.805,-23.975,,,,
5054,40.545,5.21,,,,
5055,69.97,33.095,,,,
5056,92.095,53.105,,,,
5057,108.575,100.565,,,,
5058,136.03,124.575,,,,
5059,114.375,115.725,,,,
5060,101.14,100.39,,,,
5061,88.96,84.545,,,,
5062,72.205,79.79,,,,
5063,66.525,68.355,,,,
5064,67.02,63.955,,,,
5065,68.88,53.81,,,,
5066,71.64,57.005,,,,
5067,81.82,72.215,,,,
5068,100.69,91.13,,,,
5069,101.565,97.91,,,,
5070,97.07,91.695,,,,
5071,78.885,82.415,,,,
5072,61.775,65.035,,,,
5073,39.365,50.485,,,,
5074,34.935,44.065,,,,
5075,30.95,35.51,,,,
5076,26.22,38.77,,,,
5077,30.38,45.3,,,,
5078,47.22,50.875,,,,
5079,72.775,75.79,,,,
5080,91.755,92.19,,,,
5081,111.42,106.025,,,,
5082,136.7,116.745,,,,
5083,128.39,105.645,,,,
5084,108.57,99.875,,,,
5085,95.91,92.14,,,,
5086,93.965,82.405,,,,
5087,81.87,74.33,,,,
5088,76.72,72.31,,,,
5089,72.225,68.67,,,,
5090,77.545,72,,,,
5091,89.93,81.25,,,,
5092,103.745,102.36,,,,
5093,110.825,100.585,,,,
5094,96.355,100.84,,,,
5095,83.415,90.385,,,,
5096,67.055,81.49,,,,
5097,48.98,69.265,,,,
5098,37.425,66.45,,,,
5099,22.22,61.15,,,,
5100,21.25,57.315,,,,
5101,24.78,59.1,,,,
5102,31.175,63.97,,,,
5103,64.02,81.01,,,,
5104,82.375,90.61,,,,
5105,98.39,105.64,,,,
5106,107.17,124.41,,,,
5107,94.92,117.76,,,,
5108,85.07,107.14,,,,
5109,68.84,99.055,,,,
5110,58.345,91.655,,,,
5111,49.655,83.205,,,,
5112,45.095,78.71,,,,
5113,43.005,74.695,,,,
5114,46.65,78.045,,,,
5115,61.95,90.09,,,,
5116,80.8,105.975,,,,
5117,88.495,115.875,,,,
5118,88,105.1,,,,
5119,76.45,96.21,,,,
5120,61.225,71.66,,,,
5121,51.09,66.79,,,,
5122,45.52,57.93,,,,
5123,40.795,42.39,,,,
5124,39.78,37.18,,,,
5125,44.125,34.505,,,,
5126,48.09,46.505,,,,
5127,71.84,64.575,,,,
5128,89.95,84.38,,,,
5129,105.56,105.46,,,,
5130,120.05,113.22,,,,
5131,119.23,97.06,,,,
5132,112.615,88.3,,,,
5133,99.09,70.26,,,,
5134,92.035,60.065,,,,
5135,86.36,52.92,,,,
5136,84.36,47.065,,,,
5137,80.755,46.075,,,,
5138,84.275,45.47,,,,
5139,91.07,58.45,,,,
5140,104.38,73.64,,,,
5141,114.895,81.025,,,,
5142,113.845,75.62,,,,
5143,100.71,62.855,,,,
5144,80.13,38.97,,,,
5145,79.88,27.45,,,,
5146,75.38,20.835,,,,
5147,66.255,13.83,,,,
5148,64.035,10.765,,,,
5149,63.16,14.86,,,,
5150,70.91,25.37,,,,
5151,79.17,60.3,,,,
5152,97.45,89.95,,,,
5153,120.15,101.385,,,,
5154,142.22,109.95,,,,
5155,121.845,122.975,,,,
5156,110.045,114.275,,,,
5157,98.945,96.375,,,,
5158,100.855,98.515,,,,
5159,95.615,90.75,,,,
5160,91.64,87.4,,,,
5161,88.42,83.65,,,,
5162,86.99,83.975,,,,
5163,91.32,83.38,,,,
5164,97.12,88.475,,,,
5165,92.27,89.915,,,,
5166,86.26,86.96,,,,
5167,75.725,61.935,,,,
5168,56.27,51.605,,,,
5169,47.515,46.365,,,,
5170,39.835,43.49,,,,
5171,32.66,40.385,,,,
5172,31.07,37.85,,,,
5173,38.61,38.13,,,,
5174,53.25,39.065,,,,
5175,83,51.94,,,,
5176,101.45,83.575,,,,
5177,107.375,107.77,,,,
5178,119.5,128.755,,,,
5179,119.135,124.71,,,,
5180,106.71,110.535,,,,
5181,93.56,100.71,,,,
5182,97.465,102.535,,,,
5183,92.87,90.31,,,,
5184,86.475,87.44,,,,
5185,83.565,87.71,,,,
5186,80.28,86.525,,,,
5187,81.53,93.78,,,,
5188,76.58,106.66,,,,
5189,68.165,114.89,,,,
5190,61.19,102.375,,,,
5191,42.045,95.685,,,,
5192,29.04,76.64,,,,
5193,22.95,63.055,,,,
5194,0.03,48.005,,,,
5195,0,42.455,,,,
5196,-3.445,30.675,,,,
5197,-2.38,46.15,,,,
5198,0.515,65.795,,,,
5199,28.81,89.45,,,,
5200,67.09,102.5,,,,
5201,88.305,129.62,,,,
5202,97.825,182.165,,,,
5203,100,139.175,,,,
5204,91.87,109.155,,,,
5205,87.765,94.985,,,,
5206,79.015,94.82,,,,
5207,66.835,90.805,,,,
5208,66.15,82.84,,,,
5209,46.3,80.745,,,,
5210,56.42,79.15,,,,
5211,48.525,88.22,,,,
5212,95.6,97.15,,,,
5213,110.695,95.51,,,,
5214,88.735,73.865,,,,
5215,64.055,65.455,,,,
5216,36.595,43.035,,,,
5217,23.345,32.48,,,,
5218,7.685,7.92,,,,
5219,-0.529999999999999,1.485,,,,
5220,-19.27,0.00499999999999989,,,,
5221,3.54,7.245,,,,
5222,21.935,19.42,,,,
5223,41.78,57.96,,,,
5224,56.5,83.515,,,,
5225,113.12,117,,,,
5226,178.615,152.525,,,,
5227,144.465,123.125,,,,
5228,116.97,94.945,,,,
5229,93.825,85.91,,,,
5230,97.15,72.305,,,,
5231,90.76,66.035,,,,
5232,85.805,64.55,,,,
5233,81.205,45.975,,,,
5234,79.505,58.865,,,,
5235,80.64,52.195,,,,
5236,108.855,99.145,,,,
5237,102.51,106.21,,,,
5238,44.615,86.1,,,,
5239,35.495,56.56,,,,
5240,13.005,36.03,,,,
5241,-9.485,28.365,,,,
5242,-17.87,10.625,,,,
5243,-35.145,-14.97,,,,
5244,-37.23,-25.955,,,,
5245,-14.84,-15.04,,,,
5246,14.065,-5.01,,,,
5247,39.965,27.48,,,,
5248,72.5,58,,,,
5249,125.05,86.42,,,,
5250,161.77,118.965,,,,
5251,136.995,126.125,,,,
5252,112.01,113.37,,,,
5253,99.56,93.84,,,,
5254,87.9,94.665,,,,
5255,81.56,88.395,,,,
5256,76.8,86.76,,,,
5257,77.285,84.03,,,,
5258,80.91,82.09,,,,
5259,94.155,82.475,,,,
5260,112.115,104.89,,,,
5261,117.01,102.725,,,,
5262,107.295,61.33,,,,
5263,93.715,52.07,,,,
5264,71.76,38.035,,,,
5265,32.17,15.76,,,,
5266,18.91,-0.66,,,,
5267,-1.74,-16.365,,,,
5268,-3.405,-24.615,,,,
5269,-4.98,-5.355,,,,
5270,2.45,23.37,,,,
5271,59.95,39.7,,,,
5272,99.65,70.885,,,,
5273,106.17,94.355,,,,
5274,130.255,117.055,,,,
5275,132.8,120.045,,,,
5276,117.605,103.995,,,,
5277,101.87,96.73,,,,
5278,96.45,91.91,,,,
5279,90.39,76.38,,,,
5280,88.835,63.19,,,,
5281,84.02,53.19,,,,
5282,86.63,63.46,,,,
5283,91.105,58.72,,,,
5284,105.405,88.755,,,,
5285,114.135,94.21,,,,
5286,110.98,79.46,,,,
5287,101.42,65.28,,,,
5288,78.15,40,,,,
5289,57.755,1.535,,,,
5290,34.255,0.23,,,,
5291,29.25,-0.745,,,,
5292,23.38,0.125,,,,
5293,34.45,-4.95,,,,
5294,61.8,-1.99,,,,
5295,83.96,32,,,,
5296,99.425,67.25,,,,
5297,101.73,99.115,,,,
5298,151.84,130.795,,,,
5299,138.51,131.835,,,,
5300,108.745,121.185,,,,
5301,97.335,108.48,,,,
5302,104.71,91.885,,,,
5303,90.015,94.31,,,,
5304,77.37,90.54,,,,
5305,67.315,84.525,,,,
5306,70.195,85.625,,,,
5307,63.245,87.51,,,,
5308,97.865,98.915,,,,
5309,101.51,90.225,,,,
5310,83.725,68.075,,,,
5311,65.34,48.1,,,,
5312,46.765,33.6,,,,
5313,37.255,15.855,,,,
5314,14.81,-2.12,,,,
5315,7.87,-14.775,,,,
5316,10.95,-17.635,,,,
5317,24.005,0.345000000000001,,,,
5318,37.85,28.035,,,,
5319,48.54,43.2,,,,
5320,74.25,72.925,,,,
5321,106.915,105.72,,,,
5322,132.94,146.7,,,,
5323,132.455,139.465,,,,
5324,118.95,117.695,,,,
5325,110.03,104.53,,,,
5326,95.52,110.355,,,,
5327,97.415,107.04,,,,
5328,94.815,104.075,,,,
5329,92.4,99.905,,,,
5330,90.155,96.54,,,,
5331,93.49,105.49,,,,
5332,96.52,115.36,,,,
5333,88.22,102.15,,,,
5334,66.865,71.475,,,,
5335,44.35,49.855,,,,
5336,37.305,39.995,,,,
5337,26.28,29.655,,,,
5338,13.755,-1.415,,,,
5339,-11.92,-21.67,,,,
5340,-23.02,-12.6,,,,
5341,-11.54,13.305,,,,
5342,5.16,39.67,,,,
5343,31.91,49.32,,,,
5344,69.1,99.16,,,,
5345,107.225,131,,,,
5346,119.825,138.9,,,,
5347,124.595,130.135,,,,
5348,113.975,113.995,,,,
5349,104.805,100.67,,,,
5350,99.755,103.96,,,,
