vazao_kg_h;P0_bar;T0_C;P1_bar;T1_C;W1_kW;T_dc1_C;W_dc1_kW;P2_bar;T2_C;W2_kW;T_dc2_C;W_dc2_kW;P3_bar;T3_C;W3_kW;W_total_sistema_kW
21,8031;3,0;25,0;6,362896510665318;120,0377638901802;0,6306503035020493;30,182291320363447;0,005;12,860697452002293;120,22449778592585;0,5975097459660812;30,182669383599816;0,005;15,0;48,36030024433177;0,12021683003935482;1,3583768795074853
21,8052;3,0;25,0;6,362896510665318;120,0377638901802;0,630711045581724;30,1824002417559;0,005;12,860684563096978;120,22449493219835;0,5975665567426557;30,18277852510876;0,005;15,0;48,360535975264895;0,12022924857985239;1,358506850904232
21,8058;3,0;25,0;6,362896510665318;120,0377638901802;0,6307284004616311;30,182431370250725;0,005;12,860680879597867;120,2244941166465;0,5975827883120615;30,182809716509112;0,005;15,0;48,36060334448001;0,1202327968263908;1,3585439856000834
21,8059;3,0;25,0;6,362896510665318;120,0377638901802;0,6307312929416156;30,182436558683108;0,005;12,860680265640093;120,2244939807145;0,5975854935701401;30,182814915426405;0,005;15,0;48,36061457344124;0,12023338820480499;1,3585501747165607
21,8099;3,0;25,0;6,362896510665318;120,0377638901802;0,6308469921409958;30,18264417796337;0,005;12,86065569766199;120,22448854133359;0,5976937030720945;30,18302295425613;0,005;15,0;48,36106390927881;0,12025704427415061;1,3587977394872408
21,8106;3,0;25,0;6,362896510665318;120,0377638901802;0,6308672395008874;30,1826805277866;0,005;12,860651396326265;120,224487589035;0,5977126395702582;30,183059377531237;0,005;15,0;48,36114257864733;0,12026118427349544;1,358841063344641
21,8112;3,0;25,0;6,362896510665318;120,0377638901802;0,6308845943807944;30,18271168867831;0,005;12,86064770900718;120,22448677268221;0,5977288708153449;30,18309060138897;0,005;15,0;48,36121001797801;0,12026473288877733;1,3588781980849167
21,8125;3,0;25,0;6,362896510665318;120,0377638901802;0,6309221966205929;30,182779216295643;0,005;12,860639718359385;120,22448500361486;0,5977640383893654;30,18315826545573;0,005;15,0;48,361356163254925;0,12027242169580227;1,3589586567057603
21,8131;3,0;25,0;6,362896510665318;120,0377638901802;0,6309395515005;30,18281038858953;0,005;12,860636029695863;120,22448418697996;0,5977802695202767;30,18318950073693;0,005;15,0;48,36142362726156;0,12027597044088574;1,3589957914616624
21,8141;3,0;25,0;6,362896510665318;120,0377638901802;0,630968476300345;30,18286235041512;0,005;12,860629880979744;120,22448282572674;0,5978073213250064;30,183241567556294;0,005;15,0;48,36153608458869;0,1202818851071191;1,3590576827324705
21,8147;3,0;25,0;6,362896510665318;120,0377638901802;0,6309858311802522;30,182893532312193;0,005;12,860626191183897;120,22448200885532;0,5978235523597529;30,18327281245861;0,005;15,0;48,36160356937603;0,12028543396152629;1,3590948175015312
21,8154;3,0;25,0;6,362896510665318;120,0377638901802;0,6310060785401438;30,182929915744012;0,005;12,860621885885358;120,22448105572659;0,5978424885213703;30,18330926940503;0,005;15,0;48,36168231147968;0,12028957434349985;1,359138141405014
21,8164;3,0;25,0;6,362896510665318;120,0377638901802;0,6310350033399887;30,182981900579293;0,005;12,860615734456147;120,22447969390237;0,5978695400956404;30,18336135927703;0,005;15,0;48,361794818604096;0,12029548927173507;1,3592000327073643
21,817;3,0;25,0;6,362896510665318;120,0377638901802;0,6310523582198958;30,183013096283048;0,005;12,86061204303235;120,2244788766904;0,5978857709921056;30,183392618011794;0,005;15,0;48,36186233327106;0,12029903828335517;1,3592371674953567
21,8182;3,0;25,0;6,362896510665318;120,0377638901802;0,6310870679797099;30,183075498497217;0,005;12,860604658910546;120,22447724199742;0,5979182326767754;30,18345514630812;0,005;15,0;48,361997385994925;0,12030613642968446;1,3593114370861699
21,819;3,0;25,0;6,362896510665318;120,0377638901802;0,6311102078195858;30,183117107978788;0,005;12,860599735218752;120,22447615200377;0,5979398737196919;30,183496839859416;0,005;15,0;48,3620874384676;0,12031086861839962;1,3593609501576776
21,8224;3,0;25,0;6,362896510665318;120,0377638901802;0,631208552139059;30,183294019734433;0,005;12,860578801102946;120,224471517768;0,5980318474361808;30,183674109044702;0,005;15,0;48,362470316128565;0,1203309812344017;1,3595713808096415
21,8265;3,0;25,0;6,362896510665318;120,0377638901802;0,631327143818424;30,183507508409107;0,005;12,86055353887472;120,22446592562108;0,5981427553755615;30,183888029024658;0,005;15,0;48,36293235462631;0,12035523643650238;1,3598251356304878
21,8307;3,0;25,0;6,362896510665318;120,0377638901802;0,6314486279777733;30,183726378660197;0,005;12,860527639915448;120,22446019276646;0,5982563666372298;30,184107341426284;0,005;15,0;48,363406040074324;0,12038008521777958;1,3600850798327828
21,8348;3,0;25,0;6,362896510665318;120,0377638901802;0,631567219657138;30,18394020815026;0,005;12,860502337502508;120,22445459219807;0,598367271160088;30,18432160285738;0,005;15,0;48,36386881614868;0,12040434430415539;1,3603388351213814
21,8356;3,0;25,0;6,362896510665318;120,0377638901802;0,6315903594970141;30,18398195061515;0,005;12,860497398130931;120,22445349891797;0,598388910870053;30,184363429640072;0,005;15,0;48,363959156415945;0,12040907800829502;1,360388348375362
21,8362;3,0;25,0;6,362896510665318;120,0377638901802;0,6316077143769212;30,184013261672476;0,005;12,860493693106022;120,22445267885433;0,5984051406103212;30,184394803943604;0,005;15,0;48,364026920727554;0,12041262833440895;1,3604254833216514
21,8404;3,0;25,0;6,362896510665318;120,0377638901802;0,6317291985362704;30,184232540096303;0,005;12,860467746020516;120,22444693591666;0,5985187477789167;30,184614525279216;0,005;15,0;48,364501489521956;0,12043748176914815;1,3606854280843355
21,8547;3,0;25,0;6,362896510665318;120,0377638901802;0,632142823174055;30,184980457253474;0,005;12,860379245991775;120,22442734981468;0,5989055398291546;30,185363952918223;0,005;15,0;48,36612015365506;0,12052211692865422;1,3615704799318638
21,8554;3,0;25,0;6,362896510665318;120,0377638901802;0,6321630705339465;30,185017121251477;0,005;12,860374907612744;120,22442638975406;0,5989244731769974;30,185400690954054;0,005;15,0;48,36619950294494;0,12052626050962922;1,3616138042205732
21,8739;3,0;25,0;6,362896510665318;120,0377638901802;0,6326981793310802;30,18598788160334;0,005;12,860260040204937;120,22440097269487;0,5994248365970674;30,18637341134226;0,005;15,0;48,36830045055632;0,12063578980421764;1,3627588057323654
21,8745;3,0;25,0;6,362896510665318;120,0377638901802;0,6327155342109874;30,186019423286794;0,005;12,860256307988754;120,22440014693751;0,5994410640213059;30,18640501670167;0,005;15,0;48,368368713974064;0,12063934276346504;1,3627959409957582
21,8853;3,0;25,0;6,362896510665318;120,0377638901802;0,6330279220493141;30,186587792505293;0,005;12,860189055128913;120,22438526802455;0,5997331514326222;30,18697453323965;0,005;15,0;48,36959879492355;0,12070330310724423;1,3634643765891805
21,8931;3,0;25,0;6,362896510665318;120,0377638901802;0,6332535354881056;30,186999011056088;0,005;12,86014039759392;120,22437450414367;0,5999440961099115;30,187386581768152;0,005;15,0;48,37048876583202;0,12074950503627332;1,3639471366342906
21,8937;3,0;25,0;6,362896510665318;120,0377638901802;0,6332708903680127;30,18703066861326;0,005;12,86013665171669;120,22437367552806;0,5999603223682588;30,18741830321696;0,005;15,0;48,37055728001826;0,12075305932107316;1,3639842720573447
21,9122;3,0;25,0;6,362896510665318;120,0377638901802;0,6338059991651465;30,188008555897866;0,005;12,86002094407282;120,22434808264774;0,6004606140789094;30,188398163803072;0,005;15,0;48,372673651335276;0,12086267014489929;1,3651292833889552
21,9129;3,0;25,0;6,362896510665318;120,0377638901802;0,633826246525038;30,188045624749194;0,005;12,860016557963249;120,22434711259928;0,6004795433532121;30,188435307445786;0,005;15,0;48,37275387678619;0,12086681835723925;1,3651726082354894
21,9314;3,0;25,0;6,362896510665318;120,0377638901802;0,6343613553221719;30,18902709277262;0,005;12,859900428186922;120,22432143146136;0,6009797989659459;30,189418755427695;0,005;15,0;48,37487799733225;0,12097647022290366;1,3663176245110211
21,9321;3,0;25,0;6,362896510665318;120,0377638901802;0,6343816026820635;30,189064297211743;0,005;12,859896026093216;120,22432045807199;0,600998726872494;30,18945603491018;0,005;15,0;48,374958516215145;0,12098061999034064;1,3663609495448983
21,9506;3,0;25,0;6,362896510665318;120,0377638901802;0,6349167114791971;30,190049351274553;0,005;12,859779473574287;120,22429468859411;0,6014989462873584;30,19044307559311;0,005;15,0;48,37709039745994;0,12109031301193689;1,3675059707784925
21,9512;3,0;25,0;6,362896510665318;120,0377638901802;0,6349340663591042;30,190081356880256;0,005;12,859775686666422;120,22429385140032;0,601515169034709;30,19047514573724;0,005;15,0;48,37715966487241;0,12109387128860384;1,367543106682417
21,9698;3,0;25,0;6,362896510665318;120,0377638901802;0,6354720676362225;30,19107533688883;0,005;12,859658079603685;120,22426785396704;0,6020180559394316;30,19147112978918;0,005;15,0;48,3793108635856;0,12120419863041705;1,3686943222060712
21,9704;3,0;25,0;6,362896510665318;120,0377638901802;0,6354894225161296;30,19110745905499;0,005;12,859654278955743;120,22426701390498;0,6020342775079487;30,191503316710055;0,005;15,0;48,37938038325092;0,12120775824741054;1,3687314582714887
21,9745;3,0;25,0;6,362896510665318;120,0377638901802;0,6356080141954943;30,191327058093947;0,005;12,859628296360128;120,22426127108463;0,6021451239053205;30,19172335842049;0,005;15,0;48,37985564545198;0,12123208341965161;1,3689852215204665
21,9839;3,0;25,0;6,362896510665318;120,0377638901802;0,635879907314038;30,191831171826593;0,005;12,859568650740142;120,2242480888039;0,6023992530405783;30,192228488250308;0,005;15,0;48,38094666202085;0,12128786072576878;1,3695670210803847
21,9886;3,0;25,0;6,362896510665318;120,0377638901802;0,6360158538733097;30,19208356451405;0,005;12,859538788345331;120,224241489404;0,6025263142069066;30,192481389608915;0,005;15,0;48,38149289707036;0,12131575324613204;1,3698579213263486
21,9954;3,0;25,0;6,362896510665318;120,0377638901802;0,6362125425122563;30,192449124888;0,005;12,859495536443298;120,22423193158716;0,6027101433661308;30,192847686667392;0,005;15,0;48,382284052639534;0,12135611295003136;1,3702787988284186
21,998;3,0;25,0;6,362896510665318;120,0377638901802;0,6362877469918535;30,19258902193077;0,005;12,85947898434007;120,22422827407888;0,6027804297293552;30,192987865613347;0,005;15,0;48,38258682156044;0,12137154603013306;1,3704397227513416
22,0637;3,0;25,0;6,362896510665318;120,0377638901802;0,6381881063416746;30,196146915079666;0,005;12,859058037768428;120,2241352914811;0,6045562805437814;30,19655292444557;0,005;15,0;48,390286907066695;0,12176179133598684;1,374506178221443
22,0902;3,0;25,0;6,362896510665318;120,0377638901802;0,6389546135375689;30,197594431359178;0,005;12,858886782785817;120,22409748163955;0,6052724407763649;30,198003353998487;0,005;15,0;48,39341965859319;0,12191934019578578;1,3761463945097197
22,1248;3,0;25,0;6,362896510665318;120,0377638901802;0,6399554116122084;30,19949519814449;0,005;12,858661908903871;120,22404785006086;0,6062073925980284;30,199907944462055;0,005;15,0;48,39753334541524;0,12212517082622393;1,3782879750364607
22,153;3,0;25,0;6,362896510665318;120,0377638901802;0,6407710909678394;30,201053446912766;0,005;12,8584775614763;120,22400717681893;0,6069693126376101;30,201469326351855;0,005;15,0;48,40090574539141;0,12229303416740003;1,3800334377728496
22,1596;3,0;25,0;6,362896510665318;120,0377638901802;0,6409619946468169;30,20141932159794;0,005;12,85843427750025;120,22399762872044;0,6071476222853548;30,2018359364899;0,005;15,0;48,40169758019738;0,12233233505014512;1,3804419519823168
22,1672;3,0;25,0;6,362896510665318;120,0377638901802;0,6411818231256394;30,201841185998788;0,005;12,858384370046604;120,22398662038688;0,6073529428668452;30,20225864879552;0,005;15,0;48,40261058924659;0,12237759707048533;1,3809123630629698
22,19;3,0;25,0;6,362896510665318;120,0377638901802;0,641841308562107;30,203110341491197;0,005;12,858234227931266;120,22395350829646;0,607968868071503;30,203530354553322;0,005;15,0;48,40535732565695;0,12251342468227837;1,3823236013158882
22,2422;3,0;25,0;6,362896510665318;120,0377638901802;0,6433511831140196;30,206036200875545;0,005;12,857888105975556;120,22387720657082;0,6093788054374424;30,20646208973578;0,005;15,0;48,411689538050155;0,12282463402298138;1,3855546225744433
22,3067;3,0;25,0;6,362896510665318;120,0377638901802;0,6452168327040266;30,209690379418817;0,005;12,85745584438957;120,22378197715426;0,6111205685190325;30,21012359989821;0,005;15,0;48,41959799193245;0,1232096302055243;1,3895470314285836
22,3212;3,0;25,0;6,362896510665318;120,0377638901802;0,6456362423017802;30,210517798600733;0,005;12,857357969869227;120,2237604243993;0,6115120662830027;30,210952678136167;0,005;15,0;48,42138871023252;0,1232962495357628;1,3904445581205458
22,3314;3,0;25,0;6,362896510665318;120,0377638901802;0,6459312752601998;30,21110115375417;0,005;12,857288966059995;120,22374523131379;0,611787451155581;30,211537202740658;0,005;15,0;48,42265121981552;0,12335719716902364;1,3910759235848043
22,3505;3,0;25,0;6,362896510665318;120,0377638901802;0,6464837389372406;30,212196424522617;0,005;12,857159410300941;120,22371671076036;0,6123030926604145;30,212634668676543;0,005;15,0;48,42502162774258;0,12347135890897097;1,3922581905066262
22,3756;3,0;25,0;6,362896510665318;120,0377638901802;0,647209751413352;30,213641534842424;0,005;12,856988476101202;120,22367909050922;0,6129806558359066;30,21408267428251;0,005;15,0;48,42814916519478;0,12362145115913628;1,3938118584083947
22,378;3,0;25,0;6,362896510665318;120,0377638901802;0,6472791709329803;30,213780056676555;0,005;12,85697209128157;120,22367548499847;0,6130454391788678;30,214221473583862;0,005;15,0;48,42844895696106;0,12363580667422018;1,3939604167860682
22,3847;3,0;25,0;6,362896510665318;120,0377638901802;0,6474729670919421;30,21416708145597;0,005;12,856926312872012;120,22366541189797;0,6132262893710763;30,21460927353877;0,005;15,0;48,429286563819005;0,12367588624809285;1,3943751427111113
22,4206;3,0;25,0;6,362896510665318;120,0377638901802;0,6485113674063803;30,216248825714644;0,005;12,856680082147236;120,22361124433417;0,6141952393729696;30,216695185890217;0,005;15,0;48,433791916092275;0,12389073550903551;1,3965973422883853
22,4467;3,0;25,0;6,362896510665318;120,0377638901802;0,6492663046823365;30,217770756239574;0,005;12,85650007100438;120,22357165826435;0,614899596698604;30,218220162093544;0,005;15,0;48,4370857075379;0,12404703544361277;1,398212936824553
22,4725;3,0;25,0;6,362896510665318;120,0377638901802;0,6500125645183393;30,21928220929749;0,005;12,856321302688102;120,22353235724677;0,6155957846764024;30,219734638568454;0,005;15,0;48,44035682275859;0,12420162217873051;1,3998099713734724
22,4828;3,0;25,0;6,362896510665318;120,0377638901802;0,6503104899567435;30,21988756985293;0,005;12,856249704183512;120,2235166200793;0,6158736997795093;30,220341209688115;0,005;15,0;48,44166695530015;0,124263360248508;1,4004475499847608
22,5;3,0;25,0;6,362896510665318;120,0377638901802;0,6508079965140788;30,220900948032053;0,005;12,856129849019288;120,22349028041828;0,6163377649979191;30,221356613898294;0,005;15,0;48,44386012690518;0,12436648642721286;1,4015122479392108
22,5098;3,0;25,0;6,362896510665318;120,0377638901802;0,6510914595525604;30,221479729119537;0,005;12,856061395626067;120,22347523929562;0,6166021596693708;30,221936551873895;0,005;15,0;48,44511273539001;0,12442526095016673;1,4021188801720983
22,5338;3,0;25,0;6,362896510665318;120,0377638901802;0,651785654748842;30,222901422125716;0,005;12,855893251865906;120,22343830069872;0,6172496120211837;30,22336108580869;0,005;15,0;48,448189588653065;0,1245692495154844;1,4036045162855102
22,545;3,0;25,0;6,362896510665318;120,0377638901802;0,6521096125071071;30,223566956114354;0,005;12,855814540182871;120,22342101251263;0,6175517346346656;30,224027949323514;0,005;15,0;48,4496299489266;0,12463646899432271;1,4042978161360955
22,5793;3,0;25,0;6,362896510665318;120,0377638901802;0,6531017331417928;30,22561338970496;0,005;12,855572515946271;120,22336786866794;0,6184768985061563;30,226078469477272;0,005;15,0;48,45405887539255;0,12484242718516668;1,4064210588331156
22,5991;3,0;25,0;6,362896510665318;120,0377638901802;0,6536744441787251;30,226800373783504;0,005;12,85543213865769;120,22333705435994;0,6190108984843672;30,227267822786928;0,005;15,0;48,45662776599869;0,12496138633051125;1,4076467289936037
22,6001;3,0;25,0;6,362896510665318;120,0377638901802;0,6537033689785702;30,226860432529776;0,005;12,855425035938394;120,22333549542998;0,6190378670194983;30,22732800138992;0,005;15,0;48,45675774612033;0,12496739568843115;1,4077086316864997
22,6445;3,0;25,0;6,362896510665318;120,0377638901802;0,6549876300916914;30,229537721693845;0,005;12,85510841776317;120,22326602169278;0,6202351571682065;30,230010631446333;0,005;15,0;48,462551978092165;0,12523433949847987;1,4104571267583776
22,6658;3,0;25,0;6,362896510665318;120,0377638901802;0,6556037283283914;30,23082952264511;0,005;12,854955652430405;120,22323251439718;0,6208094543021705;30,231305007954205;0,005;15,0;48,46534771358046;0,1253624897242404;1,4117756723548025
22,69;3,0;25,0;6,362896510665318;120,0377638901802;0,656303708484642;30,232303056757047;0,005;12,854781398935915;120,22319430435346;0,6214618800814666;30,232781478812058;0,005;15,0;48,46853675816271;0,1255081582087535;1,4132737467748622
22,7172;3,0;25,0;6,362896510665318;120,0377638901802;0,657090463040428;30,233966705071865;0,005;12,854584667457848;120,22315117874382;0,6221951060627645;30,234448441303357;0,005;15,0;48,47213724997465;0,12567197466460106;1,4149575437677933
22,7686;3,0;25,0;6,362896510665318;120,0377638901802;0,6585771977524646;30,23713207111595;0,005;12,854210365188795;120,22306916690263;0,6235804581327723;30,237620108825453;0,005;15,0;48,478987778813575;0,12598180051553876;1,4181394564007754
22,7739;3,0;25,0;6,362896510665318;120,0377638901802;0,6587304991916435;30,237460067542884;0,005;12,85417158073826;120,22306067193642;0,6237232885961718;30,237948757892468;0,005;15,0;48,4796976330349;0,1260137670183708;1,418467554806186
22,8061;3,0;25,0;6,362896510665318;120,0377638901802;0,6596618777466546;30,239459267958267;0,005;12,853935185780642;120,22300890621239;0,6245909819662254;30,239951934968374;0,005;15,0;48,48402432841664;0,12620805717272776;1,4204609168856077
22,8075;3,0;25,0;6,362896510665318;120,0377638901802;0,6597023724664378;30,239546441867574;0,005;12,853924878064946;120,22300664949563;0,6246287050698005;30,240039282226533;0,005;15,0;48,484212991289496;0,12621650763670614;1,4205475851729445
22,9005;3,0;25,0;6,362896510665318;120,0377638901802;0,6623923788520294;30,24538446336257;0,005;12,853234599075845;120,22285561214028;0,6271340912373694;30,245888903176535;0,005;15,0;48,49684770597679;0,12677843520532636;1,4263049052947252
22,9443;3,0;25,0;6,362896510665318;120,0377638901802;0,6636592850852434;30,248166277123588;0,005;12,852905700217496;120,22278370844475;0,6283137001292011;30,24867623736148;0,005;15,0;48,50286813646386;0,12704347993437912;1,4290164651488235
22,9537;3,0;25,0;6,362896510665318;120,0377638901802;0,6639311782037871;30,24876599063859;0,005;12,852834796585697;120,22276821272538;0,6285668290480989;30,24927714042265;0,005;15,0;48,50416604243611;0,1271003948484883;1,4295984021003745
22,9565;3,0;25,0;6,362896510665318;120,0377638901802;0,6640121676433532;30,248944813571512;0,005;12,852813654606948;120,22276359258154;0,6286422271554553;30,249456318016257;0,005;15,0;48,50455305279229;0,12711735049822928;1,4297717452970378
22,9677;3,0;25,0;6,362896510665318;120,0377638901802;0,664336125401618;30,249660954259156;0,005;12,852728986820004;120,22274509182984;0,6289438104133601;30,250173878851342;0,005;15,0;48,50610293144041;0,12718518353197675;1,4304651193469549
22,9685;3,0;25,0;6,362896510665318;120,0377638901802;0,664359265241494;30,24971215915768;0,005;12,852722933004584;120,22274376911275;0,6289653515127758;30,250225185281096;0,005;15,0;48,50621374957461;0,12719002938793472;1,4305146461422047
23,0838;3,0;25,0;6,362896510665318;120,0377638901802;0,6676942946636306;30,25716474670324;0,005;12,851841877449267;120,2225514076357;0,6320691748284692;30,25769253452323;0,005;15,0;48,52234270307798;0,12788933452925313;1,437652804021353
23,0905;3,0;25,0;6,362896510665318;120,0377638901802;0,6678880908225926;30,257602260014195;0,005;12,851790156687143;120,2225401242498;0,6322494874272618;30,258130913475114;0,005;15,0;48,523289572610224;0,12793002564889694;1,4380676038987512
23,1293;3,0;25,0;6,362896510665318;120,0377638901802;0,6690103730565814;30,2601455576756;0,005;12,851489505922;120,22247455379255;0,6332935806653229;30,260679241060416;0,005;15,0;48,52879379506055;0,12816578932752895;1,440469743049433
23,1363;3,0;25,0;6,362896510665318;120,0377638901802;0,6692128466554969;30,260606152171775;0,005;12,851435058756449;120,22246268267742;0,6334819288755584;30,261140746097084;0,005;15,0;48,52979061666423;0,12820834577522386;1,440903121306279
23,1632;3,0;25,0;6,362896510665318;120,0377638901802;0,6699909237713292;30,26238114169928;0,005;12,851225239214655;120,22241694589235;0,634205669575854;30,262919243463273;0,005;15,0;48,533632059965385;0,12837194621269282;1,4425685395598762
23,191;3,0;25,0;6,362896510665318;120,0377638901802;0,6707950332070223;30,264223849483088;0,005;12,851007419961375;120,2223694823985;0,6349535334306943;30,264765591060225;0,005;15,0;48,53762005857044;0,12854112406836052;1,444289690706077
23,2278;3,0;25,0;6,362896510665318;120,0377638901802;0,6718594658413207;30,26667616543118;0,005;12,850717549517471;120,22230634571343;0,6359433683498302;30,267222748023585;0,005;15,0;48,542927373084126;0,12876523460890363;1,4465680688000546
23,2415;3,0;25,0;6,362896510665318;120,0377638901802;0,6722557355991982;30,267592922918524;0,005;12,850609188681942;120,22228275155317;0,6363118248883162;30,268141314385787;0,005;15,0;48,54491142380556;0,1288487146175747;1,447416275105089
23,25;3,0;25,0;6,362896510665318;120,0377638901802;0,6725015963978812;30,268162752433255;0,005;12,850541835430064;120,22226808842947;0,636540417885515;30,268712268008727;0,005;15,0;48,54614465130794;0,12890052178422404;1,4479425360676206
23,2671;3,0;25,0;6,362896510665318;120,0377638901802;0,6729962104752321;30,26931152598884;0,005;12,850406053135284;120,2222385330387;0,6370002666640892;30,269863307212944;0,005;15,0;48,548630831726655;0,12900477582149655;1,4490012529608178
23,291;3,0;25,0;6,362896510665318;120,0377638901802;0,6736875131915292;30,27092252280947;0,005;12,850215640612745;120,22219709781405;0,6376429197465074;30,271477480060113;0,005;15,0;48,55211735697878;0,12915055535828718;1,4504809882963239
23,3052;3,0;25,0;6,362896510665318;120,0377638901802;0,6740982453493292;30,271882669133916;0,005;12,850102157590051;120,22217240936436;0,6380247141563461;30,2724395185962;0,005;15,0;48,5541953088358;0,12923720663286106;1,4513601661385362
23,3083;3,0;25,0;6,362896510665318;120,0377638901802;0,674187912228849;30,272092574665308;0,005;12,850077348318722;120,22216701268894;0,6381080603690953;30,272649837731507;0,005;15,0;48,55464958704772;0,1292561271829797;1,451552099780924
23,3578;3,0;25,0;6,362896510665318;120,0377638901802;0,6756196898211799;30,27545868606994;0,005;12,849679508374052;120,22208050278152;0,639438751953586;30,276022578482795;0,005;15,0;48,56193453420377;0,1295584268567503;1,4546168686315162
23,4124;3,0;25,0;6,362896510665318;120,0377638901802;0,6771989838927208;30,27920309198589;0,005;12,849236978604123;120,22198434334058;0,6409061960121869;30,2797743513987;0,005;15,0;48,57003818351262;0,12989226983865224;1,4579974497435602
23,4163;3,0;25,0;6,362896510665318;120,0377638901802;0,6773117906121164;30,27947181572854;0,005;12,84920522053177;120,22197744523788;0,6410109993728993;30,280043603548336;0,005;15,0;48,57061975571639;0,1299161317813577;1,4582389217663736
23,4334;3,0;25,0;6,362896510665318;120,0377638901802;0,6778064046894673;30,280652061583112;0,005;12,849065739087687;120,22194715315715;0,6414704995858459;30,28122616971541;0,005;15,0;48,5731740447697;0,13002078250558605;1,4592976867808993
23,4504;3,0;25,0;6,362896510665318;120,0377638901802;0,6782981262868334;30,281828629100602;0,005;12,848926694506979;120,22191696306072;0,6419272767479283;30,282405049547222;0,005;15,0;48,57572037276799;0,1301248621135512;1,460350265148313
23,4544;3,0;25,0;6,362896510665318;120,0377638901802;0,6784138254862137;30,28210593595037;0,005;12,848893923208255;120,22190984861652;0,6420347485152876;30,282682901278164;0,005;15,0;48,576320520330285;0,1301493573650388;1,4605979313665403
23,4991;3,0;25,0;6,362896510665318;120,0377638901802;0,6797067640392883;30,28521696766819;0,005;12,848526278934264;120,2218300623448;0,6432356100987071;30,285800042960233;0,005;15,0;48,58305341454923;0,13042324592713084;1,4633656200651262
23,5129;3,0;25,0;6,362896510665318;120,0377638901802;0,6801059262771503;30,2861819228643;0,005;12,848412249003085;120,22180532561521;0,643606295547888;30,286766892210537;0,005;15,0;48,585141769830955;0,13050785942560544;1,4642200812506436
23,5293;3,0;25,0;6,362896510665318;120,0377638901802;0,6805802929946094;30,28733144706365;0,005;12,848276410218944;120,22177586407821;0,6440467893099425;30,287918672072948;0,005;15,0;48,5876295688588;0,13060844985323225;1,4652355321577843
23,5524;3,0;25,0;6,362896510665318;120,0377638901802;0,6812484558710307;30,28895569413541;0,005;12,84808447714052;120,22173424801952;0,6446671837072668;30,289546105093578;0,005;15,0;48,591144761970554;0,130750200236667;1,4666658398149646
23,6374;3,0;25,0;6,362896510665318;120,0377638901802;0,6837070638578615;30,29498382962143;0,005;12,847372183836274;120,22157992261077;0,6469494416311746;30,29558605200957;0,005;15,0;48,6041908373428;0,1312724511569024;1,4719289566459386
23,7343;3,0;25,0;6,362896510665318;120,0377638901802;0,6865098769628489;30,30195497632593;0,005;12,846548533437895;120,22140170283382;0,6495500970001524;30,30257083292851;0,005;15,0;48,619277762372235;0,1318690906051663;1,4779290645681675
