biogas_kg_h
21,7975
21,7976
21,7976
21,7976
21,7977
21,7977
21,7977
21,7989
21,8017
21,8026
21,8031
21,8052
21,8058
21,8059
21,8099
21,8106
21,8112
21,8125
21,8131
21,8141
21,8147
21,8154
21,8164
21,817
21,8182
21,819
21,8224
21,8265
21,8307
21,8348
21,8356
21,8362
21,8404
21,8547
21,8554
21,8739
21,8745
21,8853
21,8931
21,8937
21,9122
21,9129
21,9314
21,9321
21,9506
21,9512
21,9698
21,9704
21,9745
21,9839
21,9886
21,9954
21,998
22,0637
22,0902
22,1248
22,153
22,1596
22,1672
22,19
22,2422
22,3067
22,3212
22,3314
22,3505
22,3756
22,378
22,3847
22,4206
22,4467
22,4725
22,4828
22,5
22,5098
22,5338
22,545
22,5793
22,5991
22,6001
22,6445
22,6658
22,69
22,7172
22,7686
22,7739
22,8061
22,8075
22,9005
22,9443
22,9537
22,9565
22,9677
22,9685
23,0838
23,0905
23,1293
23,1363
23,1632
23,191
23,2278
23,2415
23,25
23,2671
23,291
23,3052
23,3083
23,3578
23,4124
23,4163
23,4334
23,4504
23,4544
23,4991
23,5129
23,5293
23,5524
23,6374
23,7343
23,7464
23,7703
23,8002
23,8055
23,8061
23,8092
23,8172
23,882
23,9187
23,9645
24,0416
24,0562
24,0654
24,0815
24,0909
24,105
24,1618
24,2102
24,2324
24,2631
24,2929
24,31
24,3129
24,3781
24,3928
24,4353
24,464
24,518
24,5729
24,5841
24,6076
24,6213
24,6501
24,6989
24,7
24,7272
24,7798
24,8108
24,8255
24,853
24,8554
24,8742
24,9497
24,952
25,0163
25,0486
25,097
25,1221
25,1242
25,1267
25,1279
25,2187
25,2259
25,2304
25,2639
25,278
25,2964
25,3116
25,3297
25,3988
25,4015
25,4335
25,4759
25,5364
25,5373
25,5857
25,5866
25,6064
25,628
25,6411
25,7449
25,7574
25,764
25,7873
25,7917
25,8124
25,8487
25,8488
25,8577
25,8648
25,8798
25,8939
25,9036
25,9117
25,9226
25,9295
25,9348
25,9348
25,9428
25,9473
25,9525
25,9549
25,9651
25,983
26,0008
26,0042
26,0186
26,0364
26,0431
26,0531
26,0971
26,1183
26,1299
26,1826
26,2043
26,2198
26,2557
26,2632
26,299
26,3133
26,3221
26,3366
26,3459
26,3559
26,3719
26,3814
26,4556
26,4616
26,4793
26,5072
26,5761
26,5915
26,6012
26,602
26,633
26,6458
26,6552
26,6809
26,7407
26,7587
26,7606
26,8107
26,8155
26,8213
26,8402
26,8802
26,8845
26,9032
26,922
26,9246
27,0069
27,0102
27,055
27,106
27,1194
27,1389
27,1732
27,1829
27,2011
27,2706
27,2945
27,3314
27,3368
27,3783
27,4971
27,5136
27,5339
27,5539
27,5621
27,5867
27,6188
27,6814
27,72
27,7414
27,7734
27,7833
27,7849
27,8025
27,8593
27,8662
27,8914
27,923
27,9248
28,0144
28,025
28,0278
28,0998
28,1515
28,1693
28,2701
28,2839
28,2958
28,3012
28,3133
28,3402
28,4115
28,4159
28,4242
28,4405
28,5616
28,5774
28,5807
28,6187
28,6263
28,6448
28,6668
28,7151
28,7959
28,8212
28,8217
28,8292
28,8536
28,8853
28,9274
28,9535
28,9716
29,0029
29,0031
29,0378
29,0617
29,068
29,0862
29,1294
29,1298
29,1585
29,1619
29,2158
29,2275
29,2376
29,2673
29,3021
29,3133
29,3817
29,389
29,3899
29,4061
29,4088
29,4493
29,4646
29,5173
29,5403
29,5442
29,6024
29,616
29,6333
29,6369
29,6498
29,6823
29,6917
29,7709
29,7797
29,7918
29,8182
29,8463
29,9338
29,9341
29,9585
29,9891
29,9988
30,0391
30,0879
30,1217
30,1314
30,1474
30,1489
30,1507
30,2018
30,2034
30,212
30,2247
30,2347
30,3203
30,3323
30,3474
30,369
30,3757
30,4399
30,4449
30,4515
30,4978
30,5049
30,5475
30,6072
30,6119
30,6356
30,6551
30,6628
30,6945
30,7541
30,7624
30,7627
30,8289
30,8455
30,8507
30,8614
30,8702
30,8867
30,8882
30,8979
30,9199
30,9345
30,9524
30,9711
30,9778
30,9944
31,0036
31,0077
31,0443
31,0476
31,0568
31,0774
31,0809
31,0854
31,1122
31,1136
31,1174
31,149
31,154
31,1893
31,2023
31,2248
31,2565
31,2722
31,2756
31,3273
31,3305
31,3594
31,4039
31,4071
31,4522
31,4708
31,4775
31,4902
31,5357
31,5436
31,5645
31,5772
31,6574
31,662
31,6623
31,6645
31,7021
31,7515
31,7642
31,7665
31,7674
31,8271
31,8356
31,8388
31,8929
31,9223
31,952
31,9646
31,9767
31,9843
32,0153
32,0217
32,0279
32,0381
32,0385
32,0535
32,0633
32,0983
32,1127
32,126
32,1265
32,2256
32,2418
32,2673
32,3101
32,3112
32,3121
32,3297
32,4424
32,4661
32,4765
32,4855
32,527
32,5285
32,5638
32,5641
32,5726
32,586
32,6044
32,6381
32,643
32,6451
32,7239
32,7267
32,7439
32,8028
32,8207
32,8236
32,8313
32,845
32,86
32,8817
32,9169
32,9399
32,9563
32,9606
32,965
32,985
33,0395
33,0641
33,097
33,1142
33,1184
33,1235
33,1339
33,161
33,178
33,1874
33,1973
33,2045
33,2203
33,2695
33,2761
33,2919
33,339
33,363
33,3649
33,367
33,3678
33,4079
33,4151
33,4414
33,564
33,5828
33,5898
33,6092
33,6122
33,6136
33,6188
33,6302
33,638
33,6743
33,6818
33,752
33,7951
33,7967
33,8049
33,8186
33,896
33,8978
33,9027
33,9234
33,935
33,9401
33,9994
34,0193
34,0463
34,1321
34,1634
34,1697
34,2093
34,2293
34,2618
34,2926
34,3261
34,3361
34,3425
34,3542
34,3606
34,3897
34,4064
34,4291
34,4427
34,4525
34,4805
34,5152
34,5225
34,5529
34,5759
34,6032
34,6075
34,6358
34,6965
34,7633
34,8106
34,8358
34,866
34,88
34,9146
34,9377
34,9539
34,9737
34,9827
35,0054
35,0274
35,0342
35,0345
35,0632
35,0669
35,0787
35,1378
35,151
35,1841
35,1992
35,2297
35,232
35,2671
35,2721
35,3487
35,3946
35,406
35,5129
35,5158
35,5211
35,5226
35,5473
35,5538
35,5659
35,5841
35,605
35,6082
35,6442
35,6476
35,6651
35,6704
35,6973
35,7105
35,7235
35,7331
35,7629
35,7793
35,7829
35,8127
35,8154
35,8415
35,8452
35,9085
35,9145
35,9149
35,9362
35,9459
35,9921
36,0171
36,0182
36,0275
36,0333
36,0496
36,062
36,0626
36,0652
36,0731
36,1152
36,1157
36,1193
36,1406
36,1417
36,1652
36,1735
36,1799
36,1847
36,1952
36,2038
36,2152
36,217
36,2215
36,2652
36,2837
36,2882
36,2961
36,3028
36,3152
36,3199
36,3237
36,3313
36,3574
36,3652
36,378
36,4038
36,4152
36,4259
36,455
36,4651
36,4819
36,4859
36,5019
36,5183
36,527
36,5323
36,5361
36,5448
36,5473
36,5576
36,5618
36,5784
36,5802
36,5902
36,5923
36,6026
36,6298
36,638
36,6403
36,6417
36,6793
36,7063
36,7201
36,7216
36,7253
36,734
36,7423
36,7495
